"Rank","Song","Artist","Year","Lyrics","Source"
32,"hey baby","no doubt featuring bounty killer",2002," hey baby hey baby hey girls sayboys say hey baby hey baby hey hey baby baby im the kinda girl that hangs with the guys like a fly on the wall with my secret eyes taking it in try to be feminine with my makeup bag watching all the sin misfit i sit lit up wicked everybody else surrounded by the girls with the tank tops and the flirty waysim just sipping on chamomile watching boys and girls and their sex appeal with a stranger in the face who says he knows my mom and went to my high schoolall the boys say hey baby hey baby hey girls say girls say hey baby hey baby hey hey baby baby hey baby hey baby hey boys say boys say hey baby hey baby hey all the boys get the girls in the backim the one they feed upon give a bit a star is born and if you had enough youll get the pass and you can tell your friends how you made it back no matter what they say im still the same somehow everybody knows my name and all the girls want to get with the boys and the boys really like itall the boys say hey baby hey baby hey girls say girls say hey baby hey baby hey hey baby baby hey baby hey baby hey boys say boys say hey baby hey baby hey all the boys get the girls in the backcheck it out its bounty killer and no doubt jump on the stage makes me going crazy after wards myself and one of them gorgeous ladiesthats right there is no need to be acting shady come on baby hey hey baby jump on the stage makes me going crazy after wards myself and one of them gorgeous ladiesyea man there is no need to be acting shady come on baby hey hey baby when you rock your hips you know that it amaze me got me off the hook and nothing else dont phase me can you be my one and only sunshine lady if no no maybe heyim just sipping on chamomile watching boys and girls and their sex appeal with a stranger in the face who says he knows my mom and went to my high school hey baby hey babythats rightall the boys say hey baby hey baby hey girls say girls say hey baby hey baby hey hey baby baby hey baby hey baby hey baby hey boys say boys say hey baby hey baby hey can you be my one and only sunshine lady hey baby hey baby hey girls say girls say hey baby hey baby hey when you rock your hips you know that it amaze me hey baby hey baby hey boys say boys say hey baby hey baby hey all the boys get the girls in the back ",1
33,"girlfriend","n sync featuring nelly",2002,"n sync celebrity girlfriend would you be my girlfriend  would you be my girlfriend  would you be my girlfriend  i like you baby  would you be my girlfriend  i dont know why you care why you thinkin bout him huh  he doesnt even know youre there  cause he dont love your eyes  and he dont love your smile  girl you know that aint fair  in the middle of the night  is he gonna be by your side  or will he run and hide  you dont know cause things aint clear  and baby when you cry  is he gonna stand by your side  does the man even know youre alive  i got an idea  wont you be my girlfriend  ill treat you good ill treat you good girl  i know you hear your friends when they say you should  cause if you were my girlfriend  id be your shining star  the one to show you where you are  girl you should be my girlfriend  does he know what you feel know what you feel  are you sure that its real are you sure  does he ease your mind or does he break your stride  did you know that love could be a shield yeah  in the middle of the night  is he gonna be by your side  or will he run and hide  you dont know cause things aint clear  and baby when you cry oh no  is he gonna stand by your side no no does the man even know youre alive  i got an idea listen girl  wont you be my girlfriend yeah yeah  ill treat you good ill treat you good girl  i know you hear your friends when they say you should  cause if you were my girlfriend  id be your shining star  the one to show you where you are  girl you should be my girlfriend  ever since i saw your face  nothing in my life has been the same  i walk around just saying your name  without you my world would end yeah  ive searched around this whole damn place  and everything says you were meant to be  my girlfriend oh  wont you be my girlfriend yeah  ill treat you good uh i know you hear your friends when they say you should  cause if you were my girlfriend my girlfriend  id be your shining star shining star  the one to show you where you are  girl you should be my girlfriend  my baby  you make my heart sing  my baby girl you make my heart sing  girl you should be my girlfriend  girl you should be my girlfriend  girl you should be my girlfriend its destiny  girl you should be my girlfriend  girl you should be my girlfriend",3
34,"just a friend 2002","mario",2002," yall ready fo me i wanna know your name and i wanna know if you gotta man i wanna knowi wanna know everything i wanna know your number and if i can come over and i wanna know whatcha likei wanna know so i can do it all night butcha tellin me im just a friend tellin me im just a friendoh baby you got what i need got what i need but you say im just a friend say im just a friendbut you say im just a friend say im just a friend cuz i can be your fantasy but you say im just a friend but you say im just a friendi wanna know you in and out i wanna know what your all about i wanna knowi wanna know what makes you laugh i wanna know about your past i wanna know how you move i wanna know so i can move tooi wanna know but your tellin me im just a friend tellin me im just a friendoh baby you got what i need got what i need but you say im just a friend say im just a friendbut you say im just a friend say im just a friend cuz i can be your fantasy but you say im just a friend but you say im just a friendoh baby you got what i need got what i need but you say im just a friend say im just a friendbut you say im just a friend say im just a friend cuz i can be your fantasy but you say im just a friend but you say im just a friendoh baby you got what i need got what i need but you say im just a friend say im just a friendbut you say im just a friend say im just a friend cuz i can be your fantasy but you say im just a friend but you say im just a friendcan you give me one reason why you wouldnt want this kind of guy cuz i stay dips i stay lace and i know you know im fly girl stop playing games with meand let get it on tonight you got nothing to lose let me do what i dooh baby you got what i need got what i need but you say im just a friend say im just a friendbut you say im just a friend say im just a friend cuz i can be your fantasy but you say im just a friend but you say im just a friendoh baby you got what i need got what i need but you say im just a friend say im just a friendbut you say im just a friend say im just a friend cuz i can be your fantasy but you say im just a friend but you say im just a friendoh baby you got what i need got what i need but you say im just a friend say im just a friendbut you say im just a friend say im just a friend cuz i can be your fantasy but you say im just a friend but you say im just a friendoh baby you got what i need got what i need but you say im just a friend say im just a friendbut you say im just a friend say im just a friend cuz i can be your fantasy but you say im just a friend but you say im just a friendcome on girl you can call me any time you like doesnt matter day or night we can do whatever you wanna do its up to youdont fight the feeling that you feel i can tell that its real oh girl so wont you help me understand why you say im just a why you say im just a friend ",1
35,"soak up the sun","sheryl crow",2002," my friend the communist holds meetings in his rv i cant afford his gas so im stuck here watching tvi dont have digital i dont have diddle squat its not having what you want its wanting what youve gotim gonna soak up the sun im gonna tell everyone to lighten up im gonna tell em that ive got no one to blame for every time i feel lame im looking upim gonna soak up the sun im gonna soak up the sunive got a crummy job it dont pay near enough to buy the things it takes to win me some of your loveevery time i turn around im looking up youre looking down maybe somethings wrong with you that makes you act the way you doim gonna soak up the sun im gonna tell everyone to lighten up im gonna tell em that ive got no one to blame for every time i feel lame im looking upim gonna soak up the sun while its still free im gonna soak up the sun before it goes out on medont have no master suite but im still the king of me you have a fancy ride but baby im the one who has the keyevery time i turn around im looking up youre looking down maybe somethings wrong with you that makes you act the way you do maybe i am crazy tooim gonna soak up the sun im gonna tell everyone to lighten up im gonna tell em that ive got no one to blame for every time i feel lame im looking upim gonna soak up the sun im gonna tell everyone to lighten up im gonna tell em that ive got no one to blame for every time i feel lame im looking upim gonna soak up the sun got my 45 on so i can rock on ",1
36,"dont let me get me","pink",2002," never win first place i dont support the team i cant take direction and my socks are never clean teachers dated me my parents hated me i was always in a fight cause i cant do nothin righteveryday i fight a war against the mirror i cant take the person starin back at me im a hazard to myselfdont let me get me im my own worst enemy its bad when you annoy yourself so irritating dont wanna be my friend no more i wanna be somebody elsei wanna be somebody else yeahla told me youll be a pop star all you have to change is everything you are tired of being compared to damn britney spears shes so pretty that just aint medoctor doctor wont you please prescribe me somethin a day in the life of someone else cause im a hazard to myselfdont let me get me im my own worst enemy its bad when you annoy yourself so irritating dont wanna be my friend no more i wanna be somebody elsedont let me get me im my own worst enemy its bad when you annoy yourself so irritating dont wanna be my friend no more i wanna be somebody elsedoctor doctor wont you please prescribe me somethin a day in the life of someone else dont let me get medont let me get me im my own worst enemy its bad when you annoy yourself so irritating dont wanna be my friend no more i wanna be somebody else ",1
37,"nothin","nore",2002," oh oh millitainment millitainment oh come on millitainment millitainment oh this one is the hot one millitainment millitainment aiyyo millitainmenthomeboy i came to party ohh yo girl was lookin at me ohh shes a haggler naw im not taggin her ohh but you dont want them boys to come over and start askin ya ohhwhat you wanna do nigga nothin what you tryin to do nigga nothin what you wanna do nigga nothin what you tryin to doyo yo yo yo n o r papi say what that niggas the man with his manager chris and the label that jams still flossin showin your rocksaint you dudes heard grimey man we stoled your watch it goes indian style knees bent in dashiki strapped with the veritek baby tec bt true she at the bar lookin good in the brown dressfour to six shots and them things aint around yet persona all thugged out loud and clear sayin fuck the straight henny just grab me a beer you see im reppin now and my mamis i got a weapon nowshoot at them clowns at they feet they high steppin now left that wack label cause i dont like pricks im like a hammer that you hold on your hand i make hits at the white boy club while im buyin the bar they like hey now youre an all star it gohomeboy i came to party ohh yo girl was lookin at me ohh shes a haggler naw im not taggin her ohh but you dont want them boys to come over and start askin ya ohhwhat you wanna do nigga nothin what you tryin to do nigga nothin what you wanna do nigga nothin what you tryin to doi spit mack millimeter rhymes kill a liter in line my nigga peter got a heater of mines niggaz still lyin in they wack ass bars only time they seen jail when they watchin ozim in the club pissy drunk like ahdadida and mami took it proper like dadadida adios kill your soul then we body your ghost they call me gordo i sip the champagne thats importoplayin capicu man you aint nappy too i like when chocha be nappy too i treat life like a fast car lower my speed i try and chill and sell more records than creedbeen a hustler way before melvin flynt what what a criminal dont leave no prints these dudes gave me a brick and they aint seen me since caught up wit em had them dudes straight hoppin the fence it gohomeboy i came to party ohh yo girl was lookin at me ohh shes a haggler naw im not taggin her ohh but you dont want them boys to come over and start askin ya ohhwhat you wanna do nigga nothin what you tryin to do nigga nothin what you wanna do nigga nothin what you tryin to dola la la la la la la la la ohh la la la la la la la la la ohh la la la la la la la la la ohh la la la la la la la la la ohhla la la la la la la la la ohh la la la la la la la la la ohh la la la la la la la la la ohh la la la la la la la la la ohhyo yo yo yo oops i done done it again i got another one i keep it hid in my pocket i got another one fast and furious dunn dunn dunn tudunnstill be in miami and jet skiing in the ocean where the sharks be at just odn adebesi want a brick you pay double easy i got them things thatll move easyand i told the lawyer i sold blow to old goya im half spanish you see i cook coke for goya im half spanish all day arroz con polla recognize when im runnin the game before mechickens wasnt even messin with brain because me now you started gettin head on the west side highway so recognize my nigga you did it my way ice rockin brick choppin and gun shoppin i did it all beat cases without cochranhomeboy i came to party ohh yo girl was lookin at me ohh shes a haggler naw im not taggin her ohh but you dont want them boys to come over and start askin ya ohhwhat you wanna do nigga nothin what you tryin to do nigga nothin what you wanna do nigga nothin what you tryin to dola la la la la la la la la ohh la la la la la la la la la ohh la la la la la la la la la ohh la la la la la la la la la ohhla la la la la la la la la ohh la la la la la la la la la ohh la la la la la la la la la ohh la la la la la la la la la ohh ",1
38,"oops oh my","tweet featuring missy elliott",2002," ill tell ya what i did last night i came home say around a quarter to three still so high hypnotized in a trance from his body so buttery brown and tantalizing you would have thought i needed help with the feeling that i felt so shook i had to catch my breathoops there goes my shirt up over my head oh my oops there goes my skirt droppin to my feet oh my oh some kind of touch caressing my legs oh my oh im turnin red who could this bei tried and i tried to avoid but this thing was happening swallow my pride let it ride and parted but this body felt just like mine i got worried i looked over to the left a reflection of myself thats why i couldnt catch my breathoops there goes my shirt up over my head oh my oops there goes my skirt droppin to my feet oh my oh some kind of touch caressing my legs oh my oh im turnin red who could this bei looked over to my left mmm i was lookin so good i couldnt reject myself i looked over to my left mmm i was feelin so good i had to touch myself i looked over to the left mmm i was eyein my thighs butter pecan brown i looked over to the left mmm coming out of my shirt and then my skirt came downoops there goes my shirt up over my head oh my oops there goes my skirt droppin to my feet oh my oh some kind of touch caressing my legs oh my oh im turnin red who could this beoops there goes my shirt up over my head oh my oops there goes my skirt droppin to my feet oh my oh some kind of touch caressing my legs oh my oh im turnin red who could this be ",1
39,"a moment like this","kelly clarkson",2002," what if i told you it was all meant to be would you believe me would you agree its almost that feeling we met before so tell me that you dont think im crazy when i tell you love has come here and nowa moment like this some people wait a lifetime for a moment like this some people search forever for that one special kiss oh i cant believe its happening to me some people wait a lifetime for a moment like thiseverything changes but beauty remains something so tender i cant explain well i may be dreaming but till i awake cant we make this dream last forever and ill cherish all the love we sharea moment like this some people wait a lifetime for a moment like this some people search forever for that one special kiss oh i cant believe its happening to me some people wait a lifetime for a moment like thiscould this be the greatest love of all i wanna know that you will catch me when i fall so let me tell you this some people wait a lifetime for a moment like thissome people wait a lifetime for a moment like this some people search forever for that one special kiss oh i cant believe its happening to me some people wait a lifetime for a moment like thisoh moment like this moment like oh i cant believe its happening to me some people wait a lifetime for a moment like this oh like this ",1
40,"addictive","truth hurts featuring rakim",2002," he breaks me down he builds me up he fills my cup i like it rough we fuss we brawl we rise we fall he comes in late but its ok he do i do he knows the rules he takes care of home though hes not alone im on his knee he keeps me clean and gives me things he makes me screamhes so contagious returns my pages hes got me anxious hes what i waited for he keeps me guessin spontaneous hes so persuasive and im his ladyoh tonight is waitin tonight is waitin and i aint complainin and i aint complainin im entertainin im entertainin my number one fan my number one my back is achin my back is achin from our love makin from our love makin oh oh yes im taken aint no use in fakinmy ups my downs my high and my lows from head to toe he makes me glow he hits the spot he makes me hot im all that hes got and hes all that ive gothes so contagious returns my pages hes got me anxious hes what i waited for he keeps me guessin he keeps me guessin spontaneous spontaneous hes so persuasive so persuasive and im his ladythinkin of a masterplan you know anything you need baby ask your man you was there from a half a grand now its kilos to cnotes and high fashion brands we ball like we own the world the only concern is you my only girl and when we speakin in tongues breathing hard when im squeezin your lungs keep it strong but i gotta hit the streets when im done its joy and pain when you tryin to get ahead of the game its fucked up but you never complain you just pray i dont get killed when i hit the hood just another hundred mill and imma quit for good no more drug wars trips to jail and shootouts gettin loot out for lawyers and bailll get you boot out just me and you high off sex and twisted you ogd and you od addictedhes so contagious returns my pages hes got me anxious hes what i waited for he keeps me guessin spontaneous hes so persuasive so persuasive and im his lady and im his ladyhes so contagious returns my pages hes got me anxious hes what i waited for he keeps me guessin spontaneous hes so persuasive and im his lady ",1
41,"happy","ashanti",2002," right back at ya its the worlds most talented record label murder inc and that angelic voice you hear in the background thats our new princess of hiphop and rb miss ashantiboy you fill me with so much joy you give whatever it is i need my love is here to stay wont ever leave so glad that you fell in love with me my love is so good that i wouldnt be without you babe couldnt see me without you babymy love is so good that i wouldnt be without you babe couldnt see me without you babeall my life ive been searching for ya everyday so glad that i found you boy all my life ive been feeling for you everyday im so happy babyboy you got me feeling so good you take all my pain away from me without you around i couldnt be and im glad you fell in love with memy love is so good that i wouldnt be without you babe couldnt see me without you babemy love is so good that i wouldnt be without you babe couldnt see me without you babeall my life ive been searching for ya everyday so glad that i found you boy all my life ive been feeling for you everyday im so happy babyim so happy that i fell in love i thank god he sent you from above im so happy that i found someone i thank god he sent you from aboveall my life ive been searching for ya everyday so glad that i found you boy all my life ive been feeling for you everyday im so happy babyall my life ive been searching for ya everyday so glad that i found you boy all my life ive been feeling for you everyday im so happy babymy love is so good that i wouldnt be without you babe couldnt see me without you babemy love is so good that i wouldnt be without you babe couldnt see me without you babe ",1
42,"no such thing","john mayer",2002," welcome to the real world she said to me condescendingly take a seat take your life plot it out in black and whitewell i never lived the dream of the prom kings and the drama queens id like to think the best of me is still hiding up my sleevethey love to tell you stay inside the lines but somethings better on the other sidei wanna run through the halls of my high school i wanna scream at the top of my lungs i just found out theres no such thing as the real world just a lie youve got to rise aboveso the good boys and girls take the so called right track faded white hats grabbing credits and maybe transfersthey read all the books but they cant find the answers and all of our parents theyre getting older i wonder if theyve wished for anything better while in their memories tiny tragediesthey love to tell you stay inside the lines but somethings better on the other sidei wanna run through the halls of my high school i wanna scream at the top of my lungs i just found out theres no such thing as the real world just a lie you got to rise abovei am invincible i am invincible i am invincible as long as im alivei wanna run through the halls of my high school i wanna scream at the top of my lungs i just found out theres no such thing as the real world just a lie youve got to rise abovei just cant wait til my ten year reunion im gonna bust down the double doors and when i stand on these tables before you you will know what all this time was for ",1
43,"just like a pill","pink",2002," im lyin here on the floor where you left me i think i took too much im cryin here what have you done i thought it would be funi cant stay on your life support theres a shortage in the switch i cant stay on your morphine cuz its makin me itch i said i tried to call the nurse again but shes being a little bitch i think ill get outta here where i canrun just as fast as i can to the middle of nowhere to the middle of my frustrated fears and i swear youre just like a pill instead of makin me better you keep makin me ill you keep makin me illi havent moved from the spot where you left me this must be a bad trip all of the other pills they were different maybe i should get some helpi cant stay on your life support theres a shortage in the switch i cant stay on your morphine cuz its makin me itch i said i tried to call the nurse again but shes being a little bitch i think ill get outta here where i canrun just as fast as i can to the middle of nowhere to the middle of my frustrated fears and i swear youre just like a pill instead of makin me better you keep makin me ill you keep makin me illrun just as fast as i can to the middle of nowhere to the middle of my frustrated fears and i swear youre just like a pill instead of makin me better you keep makin me ill you keep makin me illi cant stay on your life support theres a shortage in the switch just like a pill i cant stay on your morphine cuz its makin me itch just like a pill i said i tried to call the nurse again but shes being a little bitch just like a pill i think ill get outta here where i canrun just as fast as i can to the middle of nowhere to the middle of my frustrated fears frustrated frustrated fears and i swear youre just like a pill instead of makin me better you keep makin me ill you keep makin me illrun just as fast as i can to the middle of nowhere to the middle of my frustrated fears frustrated fears and i swear youre just like a pill just like a pill instead of makin me better you keep makin me ill makin me makin me ill you keep makin me illrun just as fast as i can to the middle of nowhere to the middle of my frustrated fears and i swear youre just like a pill instead of makin me better you keep makin me ill oh you keep makin me ill you keep makin me illrun just as fast as i can to the middle of nowhere to the middle of my frustrated fears ",1
44,"down 4 u","ja rule featuring ashanti charli baltimore and vita",2002," new ja rule vita charlie baltimore ashanti fat joe all murder inc irv gotti chris tnt whaaaatchorus i wanna be your chick i wanna be down 4 u do ya trust me yeah love me yeah youre puttin it on me ya must be ya down ass bitch i wanna be your chick it only for the rule baby i ride 4 u die 4 u do anything ya want me to i be ya down ass bitchja rule this is no intentions of bein offensive the women by callin yall bitches my down ass bitches still my queen bitchs cut look clean on ya finger next to the finger ya flipped at me and this no in between me and you only me and you who else gon put it on me like the rule god only looks after children and foos and you not so who gon look after you its rule babyvita true baby its only for you baby vita thighs only divide if you inside cuz i love the way you touch me nobody can get it and if its comin and gunnin just come in it and spit it so when ya gone for a minute i just fantasize like if its you its all in it then im satisfied til you come back to me holdin stack and jewels vita and my nigga ja rule babychorusashanti im gonna be here when ya need rule baby can always count on me no you dont ever have to worry you know ill make it in a hurry im here for ya and i wont never leave shed tears for ya cuz boy ya got to me there will never be another for me youll always be my one and onlyja rule ashanti babygirl would ya bust ya gun with me yeah yeah lie to the feds to come get me yeah yeah and if i died kill for me yeah yeah are you trustin me yeah yeah are you lovin me yeah yeah yeah yeah lets get it grinnin like we ashford and ons or ike and anna mae on one their good days you smile like sun rays 55 with brown eyes and thick legs only for the rule babychoruscharlie baltimore now baby i told you i can show you better than i can tell you dont try to bring conversey and mail just sweet words and naked photos im still that pretty down down ass 2 cars behind ya 6 and i diss any clown ass rockin my round ass only a down ass and its all for u ive grown a tad bit since we been at like rabbits to move a little bumper and its ja rule and its all for rule shit who gon love you like that thug with you wit a stack to the ceilin and spilt in the dub with you cuz i played my position with kods o gs until that blood shed blood red and we oded remember every word that ya told me ja rule showed mehold me all you need in your life is chuck drugs and dubs on 22s now tell me who the hunny for you chuckchorus x2 ",1
45,"cant get you out of my head","kylie minogue",2002," la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la lai just cant get you out of my head boy your lovin is all i think about i just cant get you out of my head boy its more than i dare to think aboutla la la la la la la la la la la la la la la lai just cant get you out of my head boy your lovin is all i think about i just cant get you out of my head boy its more than i dare to think aboutevery night every day just to be there in your arms wont you stay wont you stay stay forever and ever and ever ah ahla la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la lai just cant get you out of my head boy your lovin is all i think about i just cant get you out of my head boy its more than i dare to think abouttheres a dark secret in me dont leave me lost in your arms set me free feel the need in me set me free stay forever and ever and ever ah ahla la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la lai just cant get you out of my head lalala lalalalala ",1
46,"superman its not easy","five for fighting",2002," i cant stand to fly im not that naive im just out to find the better part of meim more than a bird im more than a plane im more than some pretty face beside a train and its not easy to be mei wish that i could cry fall upon my knees find a way to lie bout a home ill never seeit may sound absurd but dont be naive even heroes have the right to bleed i may be disturbed but wont you concede even heroes have the right to dream and its not easy to be meup up and away away from me well its all right you can all sleep sound tonight im not crazy or anythingi cant stand to fly im not that naive men werent meant to ride with clouds between their kneesim only a man in a silly red sheet digging for kryptonite on this one way street only a man in a funny red sheet looking for special things inside of meinside of me inside of me yeah inside of me inside of meim only a man in a funny red sheet im only a man looking for a dream im only a man in a funny red sheet and its not easy its not easy to be me ",1
47,"cleanin out my closet","eminem",2002," wheres my snare i have no snare in my headphones there you go yeah yo yohave you ever been hated or discriminated against i have ive been protested and demonstrated against picket signs for my wicked rhymes look at the times sick as the mind of the motherfucking kid thats behind all this commotion emotions run deep as oceans exploding tempers flaring from parents just blow em off and keep going not taking nothing from no one give em hell long as im breathing keep kicking ass in the morning and taking names in the evening leave em with a taste as sour as vinegar in they mouth see they can trigger me but theyll never figure me out look at me now i bet ya probably sick of me now aint you momma imma make you look so ridiculous nowim sorry momma i never meant to hurt you i never meant to make you cry but tonight im cleaning out my closet one more time i said im sorry momma i never meant to hurt you i never meant to make you cry but tonight im cleaning out my closetha i got some skeletons in my closet and i dont know if no one knows it so before they thrown me inside my coffin and close it imma expose it ill take you back to 73 before i ever had a multiplatinum selling cd i was a baby maybe i was just a couple of months my faggot father must have had his panties up in a bunch cause he split i wonder if he even kissed me goodbye no i dont on second thought i just fucking wished he would die i look at hailie and i couldnt picture leaving her side even if i hated kim i grit my teeth and id try to make it work with her at least for hailies sake i maybe made some mistakes but im only human but im man enough to face them today what i did was stupid no doubt it was dumb but the smartest shit i did was take the bullets outta that gun cause ida killed him shit i wouldve shot kim and him both its my life id like to welcome yall to the eminem showim sorry momma i never meant to hurt you i never meant to make you cry but tonight im cleaning out my closet one more time i said im sorry momma i never meant to hurt you i never meant to make you cry but tonight im cleaning out my closetnow i would never diss my own momma just to get recognition take a second to listen for who you think this record is dissing but put yourself in my position just try to envision witnessing your momma popping prescription pills in the kitchen bitching that someones always going through her purse and shits missing going through public housing systems victim of munchhausens syndrome my whole life i was made to believe i was sick when i wasnt til i grew up now i blew up it makes you sick to ya stomach doesnt it wasnt it the reason you made that cd for me ma so you could try to justify the way you treated me ma but guess what youre getting older now and its cold when youre lonely and nathans growing up so quick hes gonna know that youre phony and hailies getting so big now you should see her shes beautiful but youll never see her she wont even be at your funeral see what hurts me the most is you wont admit you was wrong bitch do your song keep telling yourself that you was a mom but how dare you try to take what you didnt help me to get you selfish bitch i hope you fucking burn in hell for this shit remember when ronnie died and you said you wished it was me well guess what i am dead dead to you as can beim sorry momma i never meant to hurt you i never meant to make you cry but tonight im cleaning out my closet one more time i said im sorry momma i never meant to hurt you i never meant to make you cry but tonight im cleaning out my closet ",1
48,"halfcrazy","musiq soulchild",2002,"never thought that we would ever be more than friends now im all confused cause for you i have deeper feelings we both thought it was cool to cross the line and i was convinced it would be alright now things are strange nothings the same and really i just want my friend back and my minds gone half crazy cause i cant leave you alone oh cant get you out of my system and im wondering if its worth me holding on holding on said my minds gone half crazy cause i cant leave you alone cant get you out of my system and im wondering if its worth me holding on yeah id hate walk away from you as if this never existed cause when we kissed the moment after i looked at you different lately i gotta watch what i say cause you take things personally nowadays you used to laugh now you get mad damn i just want my friend back and my minds gone half crazy cause i cant leave you alone oh cant get you out of my system and im wondering if its worth me holding on holding on said my minds gone half crazy cause i cant leave you alone cant get you out of my system and im wondering if its worth me holding on oh oh oh oh oh yeah what happened to the one i used to know oh yeah yeah the one i used to laugh and joke with the one i used to tell all my secrets we used to chill and be down for whatever whenever together yeah and my minds gone half crazy cause i cant leave you alone oh im going half crazy baby and im wondering if its worth me holding on oh over you said my minds gone half crazy cause i cant leave you alone yeah and i just dont know and im wondering if its worth me holding on said i just dont know what to do now we used to chill  we used to hang yeah we used to do we used to do some many things together yeah yeah yeah yeah yeah oh oh yeah oh oh oh",3
49,"lights camera action","mr cheeks",2002," im talkin to these yeah okay yeah ooh ooh this ones a vivrant thing lb gi one fam oh my bounce with me now big dawg hot im talkin this gone be somethin now mr cheeks who im talkin lights camera action okay get down now big dawg now one shot dealyea okay now im in the spot where i wanna be money spent gettin bent chicks in front of me just the way i like it hunnies turnin somethin i got a seat up in the cut and im burnin somethinbooties dancin round a and im killin one killin one from the top of the stash and im feelin buns plus im do low at a table im with this chick with a phat body and the ring up in her naveldances around she struts with the walk touches her toes and she can make her butt talk do whatcha gotta do i aint mad at chu know a lot of haters when they seen and as bad as youyous a real bad girl a need that sippin on ya henny askin where the weed at lemme put you onto somethin you with a big no frontinuh shorty turn it around lemme see somethin with me for real its gone be somethin yeah im talkin lights camera action had me singin im sorry ms jacksonuh turn it around lemme see somethin with me for real its gone be somethin yeah im talkin lights camera action had me singin im sorry ms jacksoni love the way its goin down she got the thongs on she started bouncin more once she heard the thong song them high heels got them calves lookin right too shorty come live with me for the night trueim only tryin to holla its only right you holla back so where you headed lemme follow that now word up i got plans for you its more than my tongue and my handsll dothe way you move to the music it make awanna take you up outta here go somewhere lose it and your physique is off the chain its gonna be hard gettin you off the braini mean we could take a drive in the x5 the way you boogie on the floor know that sex slide yous a dime piece im tryin to see somethin suck your ts and in your front and lemme squeeze somethinuh shorty turn it around lemme see somethin with me for real its gone be somethin yeah im talkin lights camera action had me singin im sorry ms jacksonuh turn it around lemme see somethin with me for real its gone be somethin yeah im talkin lights camera action had me singin im sorry ms jacksoni got a few hours left til a jet and im hopin that its you that a get hear them callin out ya name i geuss ya showtime getcha money shorty lemme see you pole climbtoes out back showin off the tattoo the dumb a had to snatch you lookin as good as ya smell pay your own bills ask officer cuz your pushin your own wheelsyea im feelin you tryin to see the deal with you whats goin on later on can i chill with you we can do anythin that you wanna do you know the way a nigga feel all i want is youget ya dance on love the way you make the moves with no pants on lets ride bounce to ya mans song lets get to goin its goin on before the chance gone next stopuh shorty turn it around lemme see somethin with me for real its gone be somethin yeah im talkin lights camera action had me singin im sorry ms jacksonuh turn it around lemme see somethin with me for real its gone be somethin yeah im talkin lights camera action had me singin im sorry ms jacksonuh shorty turn it around lemme see somethin with me for real its gone be somethin yeah im talkin lights camera action had me singin im sorry ms jacksonuh turn it around lemme see somethin with me for real its gone be somethin yeah im talkin lights camera action had me singin im sorry ms jacksonyo turn with me now do my thing hey swing with me now big dawg now one shot deal keep it tight and this is how we stealits that real its that new how we come thru mr sexy keep hot with us lets go get it tried to come get usback know my style got the booties in the back hey meanwhile we just and smokin and drinkin hey man what the is they thinkinaww wes high tonite well my said lets ride tonite we out in miami we in new york twist the cap pop the corkyeah shorty lemme see somethin with me and my team yeah its gone be somethin im talkin bout lights camera action had a singin im sorry ms jackson yeah oh sorry ms jackson shorty actin like she ready for some action ",1
50,"still fly","big tymers",2002," whats up fresh its our turn babygator boots with the pimped out gucci suit aint got no job but i stay sharp cant pay my rent cause all my moneys spent but thats okay cause im still flygotcha car play gems on shine said its mine get a mink baby girl lets ride you da numba 1 stunna and we gonna glide and go straight to the mall and turn out the insideprowler gucci full length leather bourbons cooler coogi sweater twenty inches pop my feather the birdman daddy i fly in any weatheralligator seats with the head in the inside swine on the dash gwagon so fly numba 1 dont tangle and twist when it come to these cars i am that fellathe gucci with the matching interior 3 wheel ride with the tire in the middle its fresh and stunna and we like brothers we shine like paint daddy this our summergator boots with the pimped out gucci suit aint got no job but i stay sharp cant pay my rent cause all my moneys spent but thats okay cause im still flygot a quarter tank gas in my new eclass but thats alright cause im gon ride got everything in my momas name but im hood rich da dada dada dahave you ever seen the crocodile seats in the truck turn around and sit it down and let em bite yo butt see the steering wheel is fendi dashboard armani with your baby momma playa is where you can find mepushing through the parking lot on 24s cadillac escalate with the chromed out nose with the navigation arrow headed straight to ihop aunt jamima really loves me cause my syrup is so hot put the caddy up start the 3 wheel benz hyper white lights ultra violet lenssumitomo tires and they gotta be run flat tv where the horn go boy can you top that im a show you some rookie press that button the trunk went eh eh and all of a sudden 4 15s didnt see no wires and then i heard boom from the amplifiersbreakdownlet me slide in the benz with the fished out fins impala loud pipes drinking that hen its the birdy birdy man ill do it again in the cadillac truck 24s with 10slooking at my gucci its about that time 6 bad broads flying in at 9 new suburban truck with the paint job showing up and down and up they goand bodies on the roadster lexus you know with that hardtop beamer mommy thats your truck im coming up the hood been lovely new shoes on the whip and i wake up the bubbly430 lex with convertible top the rims keep spinning every time i stop i got a superman benz that i scored from shaq with a old school caddy with a diamond in the backgator boots with the pimped out gucci suit aint got no job but i stay sharp cant pay my rent cause all my moneys spent but thats okay cause im still flygot a quarter tank gas in my new eclass but thats alright cause im gon ride got everything in my momas name but im hood rich da dada dada da ",1
