"Rank","Song","Artist","Year","Lyrics","Source"
28,"amos moses","jerry reed",1971," now amos moses was a cajun he lived by his self in the swamp he hunted alligator for livin he just knocked em in the head with a stumplouisiana law gonna get you amos it aint legal huntin alligators down in the swamp boy now everybody blamed his old man for makin him mean as a snakewhen amos moses was a boy his daddyd use him for alligator bait tie a rope around his neck and throw him in the swamp alligator bait in the louisiana bayouabout fortyfive minutes south of thibodaux louisiana lived a cat named doc milsap his pretty wife hanna well they raised up a son that could eat up his weight in groceries named him after a man of the cloth called him amos moseseverybody in south louisiana said amos was a helluva man he could trap the biggest and meanest alligator and just use one hand thats all he got left cause a alligator bit it left arm gone clean up to the elbowwell the sheriff caught wind of amos in the swamp trappin alligator skins that sheriff went lookin for amos boy you know he never come out againi wonder where the louisiana sheriff went to you can sure get lost in the louisiana bayouabout fortyfive minutes south of thibodaux louisiana lived a cat named doc milsap his pretty wife hanna well they raised up a son that could eat up his weight in groceries named him after a man of the cloth called him amos mosesabout fortyfive minutes south of thibadoux louisiana lived a cat named doc milsap and his pretty wife hanna well they raised up a son that could eat up his weight in groceries named him after a man of the cloth called him amos moses so ",1
29,"temptation eyes","the grass roots",1971,"shes got something that moves my soul and she knows id love to love her but she lets me down every time cant make her mine shes no ones lover tonight with me shell be so inviting i want her all for myself oh temptation eyes looking through my my my soul with temptation eyes youve got to love me got to love me tonight got to love me baby yeah her wild eyed innocence is just a game but just the same my head is spinnin shes got a way to keep me on her side its just a ride its never ending tonight with me shell be so exciting i want her all for myself cause temptation eyes looking through my my my soul well temptation eyes youve got to love me got to love me tonight want to feel her now tonight with me shell be so exciting i want her all for myself cause temptation eyes looking through my my my soul with temptation eyes youve got to love me got to love me tonight temptation eyes looking through my my my soul temptation eyes come on and love me love me tonight temptation eyes looking through my my my soul",3
30,"superstar","the carpenters",1971," long ago and oh so far away i fell in love with you before the second show your guitar it sounds so sweet and clear but youre not really here its just the radiodont you remember you told me you loved me baby you said youd be coming back this way again baby baby baby baby baby oh baby i love you i really doloneliness is such a sad affair and i can hardly wait to be with you again what to say to make you come again come back to me again and play your sad guitardont you remember you told me you loved me baby you said youd be coming back this way again baby baby baby baby baby oh baby i love you i really do ",1
31,"my sweet lord","george harrison",1971," my sweet lord oh my lord my sweet lord my sweet lordi really wanna be with you i like to see you lord oh it takes so longmy sweet lord oh my lord my sweet lordi really wanna know you id like to go with you i wanna show you lord that it wont take long my lord hallelujahmy sweet lord hallelujah my sweet lord hallelujah my sweet lord hallelujahi really wanna know you i really wanna see you id like to see you lord i wanna see you lord it takes so long my lord hallelujahmy sweet lord hallelujah oh my sweet lord hallelujah my sweet lord hallelujah    meaning  byamandah   editor    my sweet lord released in 1970 was the first song to hit no1 by an exbeatle    see all   i really wanna know you hallelujah id like to go with you hallelujahid like to show you lord hallelujah and it wont take long my lord hallelujahmy my my lord hallelujah my sweet lord hallelujah ooh hoo hmm hallelujahhare krishna hare krishna krishna krishna hare harehare rama hare rama aah hallelujah hallelujahhallelujah my sweet lord hallelujah my sweet lordhare krishna my sweet lord hare krishna my my mykrishna krishna hey my sweet lord hare hare my sweet lordgurur brahma oh my lord gurur vishnu oh my sweet lordgurur devo my sweet lord maheshwara my sweet lordgurur sakshaat my sweet lord parabrahma oh my sweet lordtasmayi shree my my sweet lord guruve namah my sweet lordhare rama my sweet lordmy sweet lord ",1
32,"sweet and innocent","donny osmond",1971,"i love the little wiggle in your walk the way you cuddle on my shoulder but youre too young to know the score so come back when youre older cos youre too sweet and innocent but youre just oh too young for me yeah the way you hold me not too tight the tender way you kiss goodnight tells me youve got some growing up to do oh young and beautiful is the love oh you give to me yeah youre not hip so get with it girl go on home to your make believe world sweet and innocent   sweet youre too young and beautiful for me   young yeah yeah yeah yeah sweet and innocent but youre just oh too young for me yeah id like to kiss you and hold you tight so go on home girl or i just might youre too sweet and innocent   sweet youre too young and beautiful for me yeah   young youre so sweet sweet and innocent youre much too young girl   young and beautiful go on home sweet and innocent just leave me alone little girl   young and beautiful sweet sweet and innocent come back when youre older girl   young and beautiful youre so sweet sweet and innocent yeah yeah yeah yeah   young and beautiful go on home sweet and innocent",3
33,"put your hand in the hand","ocean",1971," put your hand in the hand of the man who stilled the waterput your hand in the hand of the man who calmed the sea take a look at yourself and a you can look at others differentlyby puttin your hand in the hand of the man froma galileeevery time i look into the holy book i want to tremble when i read about the part where a carpenter cleared the temple for the buyers and the sellers were no different fellas than what i profess to beand it causes me shame to know im not the gal that i should beput your hand in the handmama taught me how to pray before i reached the age of sevenand when im down on my knees thats a when im close to heaven daddy lived his life with two kids and a wife you do must you must do but he showed me enough of what it takes to get you through ",1
34,"chickaboom dont ya jes love it","daddy dewdrop",1971,NA,NA
35,"for all we know","the carpenters",1971," love look at the two of us strangers in many ways weve got a lifetime to share so much to say and as we go from day to day ill feel you close to me but time alone will tell lets take a lifetime to say i knew you well for only time will tell us so and love may grow for all we knowlove look at the two of us strangers in many ways lets take a lifetime to say i knew you well for only time will tell us so and love may grow for all we know ",1
36,"help me make it through the night","sammi smith",1971,"take the ribbon from my hair shake it loose and let it fall layin soft against your skin like the shadow on the wall come and lay down by my side till the early mornin light all im takin is your time help me make it through the night i dont care whats right or wrong and i wont try to understand let the devil take tomorrow lord tonight i need a friend yesterday is dead and gone and tomorrows out of sight and its sad to be alone help me make it through the night and its sad to be alone help me make it through the night i dont want to be alone help me make it through the night",3
37,"rainy days and mondays","the carpenters",1971," talkin to myself and feelin old sometimes id like to quit nothin ever seems to fit hangin around nothin to do but frown rainy days and mondays always get me downwhat ive got they used to call the blues nothin is really wrong feelin like i dont belong walkin around some kind of lonely clown rainy days and mondays always get me downfunny but it seems i always wind up here with you nice to know somebody loves me funny but it seems that its the only thing to do run and find the one who loves me the one who loves mewhat i feel has come and gone before no need to talk it out talk it out we know what its all about hangin around hangin around nothin to do but frown rainy days and mondays always get me downfunny but it seems that its the only thing to do only thing to do run and find the one who loves mewhat i feel has come and gone before no need to talk it out we know what its all about hangin around hangin around nothin to do but frown rainy days and mondays always get me down hangin around hangin around nothin to do but frown rainy days and mondays always get me down ",1
38,"if you could read my mind","gordon lightfoot",1971," if you could read my mind love what a tale my thoughts could tell just like an old time movie about a ghost from a wishing well in a castle dark or a fortress strong with chains upon my feet you know that ghost is me and i will never be set free as long as im a ghost you can seeif i could read your mind love what a tale your thoughts could tell just like a paperback novel the kind the drugstore sells when you reach the part where the heartaches come the hero would be me heroes often fail and you wont read that book again because the endings just to hard to takei walk away like a movie star who gets burned in a three way script enter number two a movie queen to play the scene of bringing all the good things out in me but for now love lets be reali never thought i could act this way and ive got to say that i just dont get it i dont know where we went wrong but the feelings gone and i just cant get it backif you could read my mind love what a tale my thoughts could tell just like an old time movie about a ghost from a wishing well in a castle dark or a fortress strong with chains upon my feet the story always ends and if you read between the lines youll know that im just trying to understand the feeling that you lefti never thought i could feel this way and ive got to say that i just dont get it i dont know where we went wrong but the feelings gone and i just cant get it back ",1
39,"gypsys tramps  thieves","cher",1971,"cher miscellaneous gypsys tramps  thieves i was born in the wagon of a travelin show my mama used to dance for the money theyd throw papa would do whatever he could preach a little gospel sell a couple bottles of doctor good gypsys tramps and thieves wed hear it from the people of the town theyd call us gypsys tramps and thieves but every night all the men would come around and lay their money down picked up a boy just south of mobile gave him a ride filled him with a hot meal i was sixteen he was twentyone rode with us to memphis and papa woulda shot him if he knew what hed done gypsys tramps and thieves wed hear it from the people of the town theyd call us gypsys tramps and thieves but every night all the men would come around and lay their money down i never had schoolin but he taught me well with his smooth southern style three months later im a girl in trouble and i havent seen him for a while oh no i havent seen him for a while she was born in the wagon of a travelin show her mama had to dance for the money theyd throw grandpad do whatever he could preach a little gospel sell a couple bottles of doctor good gypsys tramps and thieves wed hear it from the people of the town theyd call us gypsys tramps and thieves but every night all the men would come around and lay their money down gypsys tramps and thieves wed hear it from the people of the town theyd call us gypsys tramps and thieves but every night all the men would come around and lay their money down",3
40,"never can say goodbye","the jackson 5",1971,"the jackson 5 miscellaneous never can say goodbye never can say goodbye i never can say goodbye no no no no now i never can say goodbye even though the pain and heartache seems to follow me wherever i go though i try and try to hide my feelings they always seems to show then you try to say youre leaving me and i always have to say no tell me why is it so that i never can say goodbye no no no no now i never can say goodbye everytime i think ive had enough and start heading for the door theres a very strange vibration piercing me right through the core it says turn around you fool you know you love him more and more tell me why is it so dont wanna let go never can say goodbye boy oo oo baby never can say goodbye no no no no no oo oh i never can say goodbye boy oo oo i never can say goodbye no no no no no oo never can say goodbye no no no no now i never can say goodbye i keep thinking that our propblems soon are all gonna work out but theres that same unhappy feeling theres that anguish theres that doubt its the same old dizzy hangup cant do with you or without tell me why is it so dont wanna let you go",3
41,"rose garden","lynn anderson",1971," i beg your pardon i never promised you a rose garden along with the sunshine theres gotta be a little rain some time when you take you gotta give so live and let live or let go ohwhoawhoawhoa i beg your pardon i never promised you a rose gardeni could promise you things like big diamond rings but you dont find roses growin on stalks of clover so you better think it over well if sweettalkin you could make it come true i would give you the world right now on a silver platter but what would it matter so smile for a while and lets be jolly love shouldnt be so melancholy come along and share the good times while we cani beg your pardon i never promised you a rose garden along with the sunshine theres gotta be a little rain some timei beg your pardon i never promised you a rose gardeni could sing you a tune and promise you the moon but if thats what it takes to hold you id just as soon let you go but theres one thing i want you to know you better look before you leap still waters run deep and there wont always be someone there to pull you out and you know what im talkin about so smile for a while and lets be jolly love shouldnt be so melancholy come along and share the good times while we cani beg your pardon i never promised you a rose garden along with the sunshine theres gotta be a little rain some time i beg your pardon i never promised you a rose garden ",1
42,"dont pull your love","hamilton joe frank  reynolds",1971,"chorus dont pull your love out on me baby if you do then i think that maybe ill just lay me down cry for a hundred years dont pull your love out on me honey take my heart my soul my money but dont leave me here drowning in my tears you say youre gonna leave gonna take that big white bird gonna fly right out of here without a single word but you know youll break my heart when i watch you close that door cause i know i wont see you anymore chorus havent i been good to you what about that brand new ring doesnt that mean love to you doesnt that mean anything if i threw away my pride and i got down on my knees would you make me beg you pretty please chorus theres so much i wanna do ive got love enough for two and ill never use it girl if i dont have you chorus repeat and fade out",5
43,"it dont come easy","ringo starr",1971," it dont come easy you know it dont come easy it dont come easy you know it dont come easygot to pay your dues if you wanna sing the blues and you know it dont come easy you dont have to shout or leap about you can even play them easyopen up your heart lets come together use a little love and we will make it work out betteri dont ask for much i only want your trust and you know it dont come easy and this love of mine keeps growing all the time and you know it dont come easypeace remember peace is how we make it here within your reach if youre big enough to take itgot to pay your dues if you wanna sing the blues and you know it dont come easy you dont have to shout or leap about you can even play them easypeace remember peace is how we make it here within your reach if youre big enough to take iti dont ask for much i only want your trust and you know it dont come easy and this love of mine keeps growing all the time and you know it dont come easy ",1
44,"mr bojangles","nitty gritty dirt band",1971," NA ",1
45,"i love you for all seasons","the fuzz",1971,"the fuzz miscellaneous i love you for all seasons i love you for all seasons the fuzz i love you for so many reasons which means i love you for all seasons first of all i love you with the freshness of a spring day then i love you with hot passions like the summer sun when junes here to stay i dont know how to explain my loves seasonal change it seems never the sameall i know is i love you for so many reasons which means i love you for all seasons i love you with the gentleness of a falling leaf on an autumn day but most of all i love you with the briskness of a winter when the snows come out to stay i dont know how to explain my loves seasonal change it seems never the sameall i know is i love you for so many reasons which means i love you for all seasons autumn summer winter springtime i love you for so many reasons which means i love you for all seasons repeat to fade from jbaer10134aolcom",3
46,"whatcha see is whatcha get","the dramatics",1971," some people are made of plastic and you know some people are made of wood some people have hearts of stone some people are up to no goodbut baby im for real im as real as real can get if what youre looking for is real loving then what you see is what you getwhat you see is what you get what you see is what you get i said what you see is what you get now baby and the real thing is the best thing yetyou know some people are made of lies to bring you down and shame your name but baby i have good intentions ",1
47,"thats the way ive always heard it should be","carly simon",1971," my father sits at night with no lights on his cigarette glows in the dark the living room is still i walk by no remark i tiptoe past the master bedroom where my mother reads her magazines i hear her call sweet dreams but i forgot how to dreambut you say its time we moved in together and raised a family of our own you and me  well thats the way ive always heard it should be you want to marry me well marrymy friends from college theyre all married now they have their houses and their lawns they have their silent noons tearful nights angry dawns their children hate them for the things theyre not they hate themselves for what they are and yet they drink they laugh close the wound hide the scarbut you say its time we moved in together and raised a family of our own you and me  well thats the way ive always heard it should be you want to marry me well marryyou say we can keep our love alive babe  all i know is what i see  the couples cling and claw and drown in loves debris you say well soar like two birds through the clouds but soon youll cage me on your shelf  ill never learn to be just me first by myselfwell ok its time we moved in together and raised a family of our own you and me  well thats the way ive always heard it should be you want to marry me well marry well marry ",1
48,"if you really love me","stevie wonder",1971," and if you really love me wont you tell me yeah and if you really love me wont you tell me and if you really love me wont you tell me yeah then i wont have to be playing aroundyou call my name oh so sweet to make your kiss incomplete when your mood is clear you quickly change your ways then you say im untrue what am i supposed to do be a fool who sits alone waiting for youbut if you really love me wont you tell me yeah but if you really love me wont you tell me and if you really love me wont you tell me yeah then i wont have to be playing aroundi see the light of your smile calling me all the while you are saying baby its time to go first the feelings alright then its gone from sight so im taking out this time to sayoh if you really love me wont you tell me yeah oh if you really love me wont you tell me and if you really love me wont you tell me baby tell me then i wont have to be playing around no playing around nohey yeah goofin around no oh baby playing around no let me know how you feel baby hey oh baby playing around no ",1
49,"spanish harlem","aretha franklin",1971," lalala lalala lalalala lalala lalala lalalalatheres a rose in a lack and spanish harlem a rose in a lack and spanish harlemit is a special one its never seen the sun it only comes out when the moon is on the run and all the stars are gleaming its growing in the street right up through the concrete but soft sweet and dreamintheres a rose in a spanish harlem a rose in a lack and spanish harlemwith eyes as black as coal that look down in my soul and starts a fire there and then i lose control i have to beg your pardon yeah hes going to pick that rose and watch her as she grows in his gardentheres a rose in a spanish harlem a rose in a lack and spanish harlemwith eyes as black as coal that look down in my soul and starts a fire there and then i lose control i have to beg your pardon hes going to pick that rose and watch her as she grows in his gardenlalala lalala lalalala lalala lalala lalalala lalala lalala lalalala ",1
50,"i dont know how to love him","helen reddy",1971,"i dont know how to love him what to do how to move him ive been changed yes really changed in these past few days when ive seen myself i seem like someone else i dont know how to take this i dont see why he moved me hes a man he just a man and ive had so many men before in very many ways hes just one more should i bring him down should i scream and shout should i speak of love let my feeling out i never thought id come to this whats it all about dont you think its rather funny i should be in this position im the one whos always been so calm so cool no lovers fool running every show he scares me so yet if he said he loved me id be lost id be frightened i couldnt cope just couldnt cope id turn my head id back away i wouldnt want to know he scares me so i want him so i love him so",5
51,"yoyo","the osmonds",1971," woah ho ho woah ho ho just like a yoyo just like a yoyowoah ho ho woah ho ho just like a yoyo just like a yoyogirl its hard for me to see how you got such a hold on me first im up and then im down then my heart goes around and around round and roundwell ill bet you five dollars im the only fool who would climb up a string for you oh yeah and need i say i cant break away you control every little thing i doi used to be a swinger until you wrapped me round your fingeryeow just like a yo yo just like a yoyo just like a yoyo just like a yoyoturnin turnin love keeps on burnin like a fire in my heart when were apart but when were back together you keep changin like the weather whoops nowoh yeah like a yoyo just like a yoyo oh just like a yoyo just like a yoyohear what he said like a yoyo just like a yoyo ow yeah just like a yoyo just like a yoyooh where i go and what i do well it all just depends on you you build me up just to let me down but i dare not to make a soundcause im so afraid you will cast me away like a beat up worn out toy so i hold on tight with all my might just to be your lovin boy yeahno matter what they say or do im gonna bounce right back to you nowoh just like a yoyo just like a yoyo just like a yoyo just like a yoyoturnin turnin love keeps on burnin like a fire in my heart when were apart but when were back together you keep changin like the weather whoops nowoh yeah like a yoyo oh just like a yoyo oh yeahwoah ho ho woah ho ho just like a yoyo just like a yoyowoah ho ho woah ho ho just like a yoyo just like a yoyowoah ho ho woah ho ho just like a yoyo just like a yoyowoah ho ho woah ho ho just like a yoyo yeah just like a yoyo ",1
