"Rank","Song","Artist","Year","Lyrics","Source"
77,"im sorry","john denver",1975," its cold here in the city it always seems that way and ive been thinking about you almost everyday thinking about the good times thinking about the rain thinking about how bad it feels alone againim sorry for the way things are in china im sorry things aint what they used to be but more than anything else im sorry for myself cause youre not here with meour friends all ask about you and i say youre doing fine and i expect to hear from you almost anytime but they all know im crying and i cant sleep at night they all know im dying down deep insideim sorry for all the lies i told you im sorry for the things i didnt say but more than anything else im sorry for myself i cant believe you went away ",1
78,"killer queen","queen",1975," she keeps moet et chandon in her pretty cabinet let them eat cake she says just like marie antoinette a builtin remedy for kruschev and kennedy at anytime an invitation you cant declinecaviar and cigarettes well versed in etiquette extraordinarily niceshes a killer queen gunpowder gelatin dynamite with a laser beam guaranteed to blow your mind anytimerecommended at the price insatiable an appetite wanna tryto avoid complications she never kept the same address in conversation she spoke just like a baroness met a man from china went down to geisha minah then again incidentally if youre that way inclinedperfume came naturally from paris for cars she couldnt care less fastidious and preciseshes a killer queen gunpowder gelatin dynamite with a laser beam guaranteed to blow your mind anytimedrop of a hat shes as willing as playful as a pussy cat then momentarily out of action temporarily out of gas to absolutely drive you wild wild shes all out to get youshes a killer queen gunpowder gelatin dynamite with a laser beam guaranteed to blow your mind anytimerecommended at the price insatiable an appetite wanna try you wanna try ",1
79,"shoeshine boy","eddie kendricks",1975," shoeshine boy how you do your work so well shoeshine boy tryin to make a livin you go somewhere shoeshine boy where are you gonna be ten years from now just move just keep workin shoeshine boyi wanna know are you gonna be the richest man around youve been a workin so hard so many things in life to learn shoeshine boy what will you discoverthough its a long way up youll reach the top now when youll finally get back dont forget from where you came shoeshine boy workin so hard in the noon day sun just just keep workin shoeshine boylook at ya now gettin it together teasing the guys and havin lots of fun shoeshine boy yeah dont you know that youre a star yeah youre a star shoeshine boyjust the way just the way that you are youve been a workin so hard so many things in life to learn so much to learn shoeshine boy what will you discoveryeah shoeshine boy shoeshine boy youve been a workin so hard shoeshine boy dont you know that youre a star thats the way that you are ",1
80,"do it til youre satisfied","bt express",1975,"oooh chorus go on and do it do it do it til youre satisfied whatever it is do it do it til youre satisfied repeat chorus people know just what theyd like to do whatever it is you got it long as it pleases you make it last as long as you can when youre through its up to you to try it again repeat chorus 2x everybody knows what theyd like to do whatever it is do it long as it pleases you just take some time and relax your mind and do it do it do it til youre satisfied repeat chorus 2x then you holler ohhh ohh im satisfied im satisfied then you holler ohhh woo then you holler ohhh ohh im satisfied im satisfied then you holler ohhh woo ooh go on and do it do it do it til youre satisfied whatever it is gotta do it just do it some more do it til youre satisfied repeat chorus do it do it do it til youre satisfied whatever it is gotta do it do it til youre satisfied go on and do it yeah yeah whatever it is gotta do it gotta do it good just give me some more do it til youre satisfied im satisfied im satisfied im satisfied im satisfied im satisfied im satisfied go and and do it yeah",5
81,"cant get it out of my head","electric light orchestra",1975," midnight on the water i saw the oceans daughter walking on a wave she came staring as she called my nameand i cant get it out of my head no i cant get it out of my head now my old world is gone for dead cos i cant get it out of my headbreakdown on the shoreline cant move its an ebb tide morning dont get here till night searching for her silver lightand i cant get it out of my head no i cant get it out of my head now my old world is gone for dead cos i cant get it out of my head no nobank job in the city robin hood and william tell ivanhoe and lancelot they dont envy me yeah sitting till the sun goes down in dreams the world keeps going round and roundand i cant get it out of my head no i cant get it out of my head now my old world is gone for dead cos i cant get it out of my head no nono i cant get it out of my head no i cant get it out of my head now my old world is gone for dead cos i cant get it out of my head no no no no ",1
82,"shalala make me happy","al green",1975," baby babyshalala oh baby shalala oh babyive been gone so long i dont know what to do oh baby and i know you dont know all that ive been going through baby now you make me happy baby so i can sayshalala and i love you oh shalala thinking of you ohi know you can tell whats on my mind baby ive been feeling this way for such a long time hey hey baby awh make me happy baby yeah awh make me happy i wanna be happy yeahive tried and this feeling it just wont die whoa shalala make you cry hey its something that just gets down in your bones baby and once i see you i cant leave your love alone hey hey baby awh make me happy baby awh make me happy baby and let me sayshalala baby oh let me say shalala baby ",1
83,"lonely people","america",1975," this is for all the lonely people thinking that life has passed them by dont give up until you drink from the silver cup and ride that highway in the skythis is for all the single people thinking that love has left them dry dont give up until you drink from the silver cup you never know until you trywell im on my way yes im back to stay well im on my way back home hit itthis is for all the lonely people thinking that life has passed them by dont give up until you drink from the silver cup and never take you down or never give you up you never know until you try ",1
84,"you got the love","rufus",1975," love me right whats the matter with you hold me tight why must i tell you what to do smilin smilin comes as no surprise smile aint hidin what i see in your eyes the story goes much deeper than the eye can see yes it do stop runnin a game i can tell youre avoiding meoh aint nothin i wouldnt pay just to hear hear you say i love you i need youlove me right whats the matter with you hold me tight why must i tell you what to do smilin smilin comes as no surprise smile aint hidin what i see in your eyesyou got the love gimme the strength to keep on livin whatever it is i cant do without whacha givinoh aint nothin i wouldnt pay just to hear hear you say i love you i need youyou got the love gimme the strength to keep on livin yeah whatever it is i cant do without what cha givin ",1
85,"the rockford files","mike post",1975,"instrumental",3
86,"it only takes a minute","tavares",1975,"ah ha yeah yeah ah ha yeah once an hour of the day we threw at least fun away walk the streets half a year tryin to find a new career now if you get a flu attack for thirty days youre on your back through the night ive seen you dance baby give me half a chance it only takes a minute girl to fall in love to fall in love it only takes a minute girl to fall in love lets fall in love now in the unemployment lines you can spend your life readin signs waitin for your interview they can shoot the whole day for you yeah now winters gonna turn to spring and you havent accomplished a thing   havent accomplished a thing so baby leave a little time cause you never know whats on my mind yeah it only takes a minute girl to fall in love to fall in love it only takes a minute girl yeah to fall in love lets fall in love will you find yourself a few minutes   fall in love will you wanna fry yourself an egg fall in love now you spare a few second girl fall in love when you see when you see a man beg fall in love now he takes on time fall in love to go down to the corner store fall in love well what ive got in mind yeah fall in love give me sixty seconds no more fall in love it only takes a minute girl baby to fall in love to fall in love it only takes a minute girl to fall in love lets fall in love bom bom bom bom fall in love bom bom bom bom fall in love bom bom bom bom fall in love bom bom bom bom fall in love bom bom bom bom fall in love bom bom bom bom fall in love ooh only takes a minute girl baby to fall in love to fall in love it only talk a minute girl to fall in love lets fall in love only talk a minute girl baby to fall in love to fall in love it only talk a minute girl to fall in love to fall in love",3
87,"no no song","ringo starr",1975," huhhuh huhhuh ahahahahah ayeayeayeayea lady that i know just came from columbia she smiled because i did not understand then she held out some marijuana ha ha she said it was the best in all the landand i said no no no no i dont smoke it no more im tired of waking up on the floor no thank you please it only makes me sneeze and then it makes it hard to find the doorahahayeayea woman that i know just came from majorca spain she smiled because i did not understand parazzi parazzi ole then she held out a ten pound bag of cocaine she said it was the finest in the landand i said no no no no i dont sniff it no more im tired of waking up on the floor no thank you please it only makes me sneeze and then it makes it hard to find the doorayeayeayeaye ayeayeayeaye ayeayeayeaye ayeayeayea man that i know just came from nashville tennessee oo oh no he smiled because i did not understand then he held out some moonshine whiskey oh ho he said it was the best in all the land and he wasnt jokingand i said no no no no i dont drink it no more im tired of waking up on the floor no thank you please it only makes me sneeze and then it makes it hard to find the doorwell i said no no no no i cant take it no more im tired of waking up on the floor no thank you please it only makes me sneeze and then it makes it hard to find the doorhey yeh ill just have another drink barman have you got a large brandy ",1
88,"juniors farm","paul mccartney  wings",1975,"you should have seen me with the poker man i had a honey and i bet a grand just in the nick of time i looked at his hand i was talking to an eskimo said he was hopping for a fall of snow when up popped a sea lion ready to go lets go lets go lets go lets go down to juniors farm where i want to lay low low life high life oh lets go take me down to juniors farm at the houses of parliament evrybodys talking bout the president we all chip in for a bag of cement olly hardy should have had more sense he bought a geegee and he jumped the fence all for the sake of a couple of pence i took my bag into a grocers store the price is higher than the time before old mand asked me why is it more i said you should have seen me with the poker man i had a honey and i bet a grand just in the nick of time i looked at his hand lets go lets go lets go lets go down to juniors farm where i want to lay low low life high life oh lets go take me down to juniors farm lets go lets go down to juniors farm where i want to lay low low life high life oh lets go take me down to juniors farm evrybody tag along take me down to juniors farm",5
89,"bungle in the jungle","jethro tull",1975," walking through forests of palm tree apartments scoff at the monkeys who live in their dark tents down by the waterhole drunk every friday eating their nuts saving their raisins for sunday lions and tigers who wait in the shadows theyre fast but theyre lazy and sleep in green meadowswell lets bungle in the jungle well thats all right by me yeah well im a tiger when i want love but im a snake if we disagreejust say a word and the boys will be right there with claws at your back to send a chill through the night air is it so frightening to have me at your shoulder thunder and lightning couldnt be bolder ill write on your tombstone i thank you for dinner this game that we animals play is a winnerwell lets bungle in the jungle well thats all right by me yes im a tiger when i want love but im a snake if we disagreethe rivers are full of crocodile nasties and he who made kittens put snakes in the grass hes a lover of life but a player of pawns yes the king on his sunset lies waiting for dawn to light up his jungle as play is resumed the monkeys seem willing to strike up the tunewell lets bungle in the jungle well thats all right by me yes im a tiger when i want love but im a snake if we disagreewell lets bungle in the jungle well thats all right by me yes well im a tiger when i want love but im a snake if we disagreewell lets bungle in the jungle well thats all right by me yes ",1
90,"long tall glasses","leo sayer",1975," i was travellin down the road feelin hungry and cold i saw a sign sayin food and drinks for everyone so naturally i thought i would take me a look inside i saw so much food there was water coming from my eyesyeah there was ham and there was turkey there was caviar and long tall glasses with wine up to yare and somebody grabbed me threw me out of my chair said before you can eat you gotta dance like fred astaireyou know i cant dance you know i cant dance you know i cant dance you know i cant dance i cant dancei am a man of the road a hobo by name i dont seek entertainment just poultry and game but if its all the same to you then yes i will try my hand if you were hungry as me then im sure you will understandhmm now wait a minute of course i can dance of course i can dance im sure i can dance im sure i can dance i can dance i can dance i really hit the floor ah it feels good look at me dancingi did a two step quick step and a bossanova a little victor sylvester and a rudy valentino you should have seen me moving right across the floor hand me down my tuxedo next week im coming back for morei can dance oh yes i can dance look at me dance on the floor movin i feel good i can dance i can dance i can dance i can dance i can dance i can dance ",1
91,"someone saved my life tonight","elton john",1975," when i think of those east end lights muggy nights the curtains drawn in the little room downstairs prima donna lord you really should have been there sitting like a princess perched in her electric chair and its one more beer and i dont hear you anymore weve all gone crazy lately my friends out there rolling round the basement floorand someone saved my life tonight sugar bear you almost had your hooks in me didnt you dear you nearly had me roped and tied altarbound hypnotized sweet freedom whispered in my ear youre a butterfly and butterflies are free to fly fly away high away bye byei never realized the passing hours of evening showers a slip noose hanging in my darkest dreams im strangled by your haunted social scene just a pawn outplayed by a dominating queen its four oclock in the morning damn it listen to me good im sleeping with myself tonight saved in time thank god my musics still aliveand someone saved my life tonight sugar bear you almost had your hooks in me didnt you dear you nearly had me roped and tied altarbound hypnotized sweet freedom whispered in my ear youre a butterfly and butterflies are free to fly fly away high away bye byeand i would have walked head on into the deep end the river clinging to your stocks and bonds paying your hp demands forever theyre coming in the morning with a truck to take me home someone saved my life tonight someone saved my life tonight someone saved my life tonight someone saved my life tonight someone saved my life tonight so save your strength and run the field you play aloneand someone saved my life tonight sugar bear you almost had your hooks in me didnt you dear you nearly had me roped and tied altarbound hypnotized sweet freedom whispered in my ear youre a butterfly and butterflies are free to fly fly away high away bye byesomeone saved someone saved someone saved my life tonight someone saved someone saved someone saved my life tonight someone saved someone saved someone saved my life tonight someone saved someone saved someone saved my life tonight someone saved someone saved someone saved my life tonight someone saved someone saved someone saved my life tonight ",1
92,"misty","ray stevens",1975," misty ray stevens erroll garnerjohnny burkecovered many times this song has had at least four top 40 appearances with one of the bestknown by johnny mathis in 1959 rays countryfied version peaked at 14 in 1975 and gave him his second grammylook at me im as helpless as a kitten up a tree ah im walkin on a cloud i cant understand lord im misty holdin your handwalk my way and a thousand violins begin to play or it might be the sound of your hello that music i hear lord im misty the moment youre nearyou can say that youre leadin me on but its just what i want you to do dont ya notice how hopelessly im lost thats why im followin youooh on my own should i wander through this wonderland alone now never knowin my right foot from my left my hat from my glove lord im misty and too much in loveyou can say that youre leadin me on but its just what i want you to do dont ya notice how hopelessly im lost thats why im followin youooh on my own should i wander through this wonderland alone now never knowin my right foot from my left my hat from my glove lord im misty and too much in lovemisty too much in love misty too much in love misty misty too much in lovefrom david hayman ",1
93,"bad blood","neil sedaka  elton john",1975,NA,NA
94,"only yesterday","the carpenters",1975," after long enough of being alone everyone must face their share of loneliness in my own time nobody knew the pain i was goin through and waitin was all my heart could dohope was all i had until you came maybe you cant see how much you mean to me you were the dawn breaking the night the promise of mornin light filling the world surroundin me when i hold youbaby baby feels like maybe things will be all right baby baby your loves made me free as a song singin foreveronly yesterday when i was sad and i was lonely you showed me the way to leave the past and all its tears behind me tomorrow maybe even brighter than today since i threw my sadness away only yesterdayi have found my home here in your arms nowhere else on earth id really rather be life waits for us share it with me the best is about to be and so much is left for us to see when i hold youbaby baby feels like maybe things will be all right baby baby your loves made me free as a song singin foreveronly yesterday when i was sad and i was lonely you showed me the way to leave the past and all its tears behind me tomorrow maybe even brighter than today since i threw my sadness away only yesterday only yesterday only yesterdayonly yesterday when i was sad and i was lonely you showed me the way to leave the past and all its tears behind me ",1
95,"im on fire","dwight twilley band",1975,"got your lady on the line got your name on the cover though your friends are ninetynine honey you aint got no lover and you aint you aint you aint got no lover and you aint you aint you aint got no other i remember the feelin that i could be freeeeee now i know it could never ever be meeeeee cause im on fire got myself on fire awhh got your joker on the table youve been told from time to time ill be willin ill be able you could read between the lines but you aint you aint you aint got no lover lover lover and you aint you aint you aint got no other i remember the feelin that i could be freeeeee now i know it could never never be meeeeee cause im on fire ima im on fire but you aint you aint you aint got no lover lover lover lover and you aint you aint you aint got no other other other other and you aint you aint you aint got no lover lover lover im on fire im on fire and you aint you aint you aint got no lover lover lover im on fire lover lover lover lover im on fire lover lover lover",5
96,"only you and you alone","ringo starr",1975," by buck ram and ande rand oooooo oooooooo oooooooo ooooonly you can make this world seem right only you can make the darkness bright only you and you alone can thrill me like you do and fill my heart with love for only youonly you can make this change in me for its true you are my destiny when you hold my hand i understand the magic that you do youre my dream come true my one and only youonly you can make this world seem right only you can make the darkness brightonly you and you alone can thrill me like you do and fill my heart with love for only youonly you can make this change in me for its true you are my destiny when you hold my hand i understand the magic that you do youre my dream come true my one my one and only youonly you only you only you only you only you only you only you only you mmmmmmmm mmmmmmmm only you mmmmmmmm ",1
97,"third rate romance","amazing rhythm aces",1975," sitting at a tiny table in a ritzy restaurant she was staring at her coffee cup he was trying to keep his courage up by applying booze talk was small when they talked at allthey both knew what they wanted there was no need to talk about it they were old enough to scope it out and keep it looseshe said you dont look like my type but i guess youll do third rate romance low rent rendezvous he said ill even tell you that i love you if you want me to third rate romance low rent rendezvousthey left the bar they got in his car and they drove away they drove to the family inn she didnt even have to pretend she didnt know what for he went to the desk and made his request while she waited outsidehe came back with the key she said give it to me and ill unlock the door she kept saying ive never really done this kind of thing before have youthird rate romance low rent rendezvous he said yes i have but only a time or two third rate romance low rent rendezvous third rate romance low rent rendezvous ",1
98,"you aint seen nothing yet","bachmanturner overdrive",1975,NA,NA
99,"swearin to god","frankie valli",1975," swearin to god theres no one else on earth id rather be mm swearin to god you made me see so i believed in youoh youve been fillin my cup til im runnin over with joy from you heaven sent love just touch me again im king of all men and reigning from aboveswearin to god swearin to god your mistress of the world and all i am dont tell the angelsswearin to god swearin to god your where i won in paradise began no one gets me up there like you canbut girl you know im only human and im swearin to god swearin to god so glad youve givin me youi was known for you baby girl aint you glad we made it made to give my heart and soul to you babyim so very glad you gave it hey baby were together try livin on forever as long as long as we live as we liveswearin to god swearin to god i want to dedicate my life to loving you dont tell the angelswell im swearin to god swearin to god i cross my heart and hope to die oh i do just call me your one woman loveri cant even look at another im swearin to god swearin to god so glad im livinim swearin to god swearin to god for all hes givin me swearin to god swearin to godso glad hes givin me you well swearin to god swearin to godlook what hes givin me swearin to god more than the world can see swearin to god hes givin me you oh i love you ",1
100,"get dancin","discotex and the sexolettes",1975,NA,NA
1,"silly love songs","wings",1976," youd think that people would have had enough of silly love songs but i look around me and i see it isnt so some people wanna fill the world with silly love songs and whats wrong with thatid like to know cause here i go againi love you i love you i love you i love youi cant explain the feelings plain to me say cant you see whats wrong with thati need to know cause here i go againi love you i love youlove doesnt come in a minute sometimes it doesnt come at all i only know that when im in it it isnt silly no it isnt silly love isnt silly at allhow can i tell you about my loved one how can i tell you about my loved onei love you i love you i love you i love youi cant explain the feelings plain to me say cant you see ah she gave me more she gave it all to me say cant you seeyoud think that people would have had enough of silly love songs but i look around me and i see it isnt so oh no some people wanna fill the world with silly love songs and whats wrong with that ",1
2,"dont go breaking my heart","elton john  kiki dee",1976,NA,NA
3,"disco lady","johnnie taylor",1976," shake it up shake it down move it in move it round disco lady move it in move it out move it in and about disco ladyshake it up shake it down move it in move it around disco ladyhey sexy lady said i like the way you move your thang lord have mercy girl you dance so fine and youre right on time girl you ought to be on tv on soul trainwhen you get the groove it aint no stoppin just cant help it but im im finger poppinshake it up shake it down move it in move it round disco lady move it in move it out move it in and about disco ladyshake it baby shake it baby shake your thang shake it baby shake it baby shake your thangyou got me groovin i feel like movin you got me lovin cant sit still im groovin i like that funky stuffshake it up shake it down move it in move it round disco lady shove it in move it out move it in and about disco ladyhey sexy lady girl you drive me crazy you dance so fine and youre right on time girl youre driving me out of my mindif it wasnt for the girl sittin next to me id jump right up and outta my safety seat you got me hypnotized soul mesmoized girl your movin me girl your groovin meshake it baby shake it shake it baby shake it shake it baby shake it shake it baby shake itshake it baby shake it shake it baby shake it shake it baby shake it shake it baby shake itshake it up shake it down move it in move it round disco lady move it in move it out shove it in and about disco ladyshake it up shake it down move it in move it round disco lady move it in move it out shove it in and about disco ladyshake it up shake it down move it in move it round disco lady ",1
4,"december 1963 oh what a night","the four seasons",1976," oh what a night late december back in 63 what a very special time for me as i remember what a night oh what a night you know i didnt even know her name but i was never gonna be the same what a lady what a night oh i got a funny feeling when she walked in the room and i as i recall it ended much too soon oh what a night hypnotizing mesmerizing me she was everything i dreamed shed be sweet surrender what a night i felt a rush like a rolling ball of thunder spinning my head around and taking my body under oh what a night oh i got a funny feeling when she walked in the room and i as i recall it ended much too soon oh what a night doo dit doo dit dit doo dit doo dit dit oh what a night doo dit doo dit dit doo dit doo dit dit oh what a night doo dit doo dit dit doo dit doo dit dit oh what a night doo dit doo dit dit doo dit doo dit dit oh what a night whyd it take so long to see the light seemed so wrong but now it seems so right what a lady what a night i felt a rush like a rolling ball of thunder spinning my head around and taking my body under oh what a night i felt a rush like a rolling ball of thunder spinning my head around and taking my body under oh what a night doo dit doo dit dit doo dit doo dit dit oh what a night doo dit doo dit dit doo dit doo dit dit oh what a night doo dit doo dit dit doo dit doo dit dit oh what a night doo dit doo dit dit doo dit doo dit dit oh what a night doo dit doo dit dit doo dit doo dit dit oh what a night doo dit doo dit dit doo dit doo dit dit oh what a night doo dit doo dit dit doo dit doo dit dit oh what a night doo dit doo dit dit doo dit doo dit dit oh what a night doo dit doo dit dit doo dit doo dit dit oh what a night doo dit doo dit dit doo dit doo dit dit oh what a night doo dit doo dit dit doo dit doo dit dit ",1
