"Rank","Song","Artist","Year","Lyrics","Source"
49,"hip to be square","huey lewis and the news",1987,"i used to be a renegade i used to fool around but i couldnt take the punishment and had to settle down now im playin it real straight and yes i cut my hair you might think im crazy but i dont even care cause i can tell whats goin on its hip to be square its hip to be square i like my bands in business suits i watch them on tv im workin out most everyday and watchin what i eat they tell me that its good for me but i dont even care i know that its crazy i know that its nowhere there is no denyin that its hip to be square its hip to be square its hip to be square so hip to be square its not too hard to figure out you see it everyday and those that were the farthest out have gone the other way you see them on the freeway it dont look like a lot of fun but dont you try to fight it an idea whos time has come dont tell me that im crazy dont tell me im nowhere take it from me its hip to be square its hip to be square its hip to be square so hip to be square turn on boy",3
50,"will you still love me","chicago",1987," take me as i am put your hand in mine now and forever darling here i stand stand before you now deep inside i always knew it was you you and me two hearts drawn together bound by destiny it was you and you for me every road leads to your door every step i take forever morejust say youll love me for the rest of your life i gotta lot of love and i dont want to let go will you still love me for the rest of my life cause i cant go on no i cant go on i cant go on if im on my owntake me as i am put your heart in mine stay with me forever cause i am just a man who never understood i never had a thing to prove till there was you you and me then it all came clear so suddenly how close to you that i want to bejust say youll love me for the rest of your life i gotta lot of love and i dont want to let go will you still love me for the rest of my life cause i cant go on no i cant go on i cant go on if im on my owndo you believe a love could run so stong do you believe a love could pass you by there was no special one for me i was the lovely one you see but then my heart lost all control now youre all that i knowjust say youll love me for the rest of your life i gotta lot of love and i dont want to let go will you still love me for the rest of my life cause i cant go on no i cant go on i cant go on if im on my own ",1
51,"little lies","fleetwood mac",1987," if i could turn the page in time then id rearrange just a day or two close my close my close my eyes but i couldnt find a way so ill settle for one day to believe in you tell me tell me tell me liestell me lies tell me sweet little lies tell me lies tell me tell me lies oh no no you cant disguise you cant disguise no you cant disguise tell me lies tell me sweet little liesalthough im not making plans i hope that you understand theres a reason why close your close your close your eyes no more broken hearts were better off apart lets give it a try tell me tell me tell me liestell me lies tell me sweet little lies tell me lies tell me tell me lies oh no no you cant disguise you cant disguise no you cant disguise tell me lies tell me sweet little liesif i could turn the page in time then id rearrange just a day or two close my close my close my eyes but i couldnt find a way so ill settle for one day to believe in you tell me tell me tell me liestell me lies tell me sweet little lies tell me lies tell me tell me lies oh no no you cant disguise you cant disguise no you cant disguisetell me lies tell me sweet little lies tell me lies tell me tell me lies oh no no you cant disguise you cant disguise no you cant disguisetell me lies tell me sweet little lies tell me tell me lies ",1
52,"luka","suzanne vega",1987," my name is luka i live on the second floor i live upstairs from you yes i think youve seen me beforeif you hear something late at night some kind of trouble some kind of fight just dont ask me what it was just dont ask me what it was just dont ask me what it wasi think its cause im clumsy i try not to talk too loud maybe its because im crazy i try not to act too proudthey only hit until you cry after that you dont ask why you just dont argue anymore you just dont argue anymore you just dont argue anymoreyes i think im okay i walked into the door again if you ask thats what ill say and its not your business anywayi guess id like to be alone with nothing broken nothing thrown just dont ask me how i am just dont ask me how i am just dont ask me how i ammy name is luka i live on the second floor i live upstairs from you yes i think youve seen me beforeif you hear something late at night some kind of trouble some kind of fight just dont ask me what it was just dont ask me what it was just dont ask me what it wasthey only hit until you cry after that you dont ask why you just dont argue anymore you just dont argue anymore you just dont argue anymore ",1
53,"i heard a rumour","bananarama",1987," who needs friends who never show ill tell you what you wanna know i could have saved a broken heart if id found out long agoim just thinking about those lonely nights when i waited for your call til i found out all my friends were right oh oh i didnt know you at alli heard a rumour oh oh i heard a rumour they say you got a broken heart i heard a rumour oh oh yes i did boy i heard a rumour ohnow it seems theyre telling me youve changed your wicked ways but should i give you a second chance baby im too afraidso you realize what hurt you made and the love you threw away how can i forgive or soon forget its never gonna be the samei heard a rumour oh oh i heard a rumour they say you got a broken heart i heard a rumour oh oh yes i did boy i heard a rumour ohi heard a rumour oh oh i heard a rumour they say you got a broken heart i heard a rumour oh oh yes i did boy i heard a rumour ohim just thinking about those lonely nights when i waited for your call til i found out all my friends were right oh oh i didnt know you at alli heard a rumour oh oh i heard a rumour they say you got a broken heart i heard a rumour oh oh yes i did boy i heard a rumour ohi heard a rumour oh oh i heard a rumour they say you got a broken heart i heard a rumour oh oh yes i did boy i heard a rumour ohi heard a rumour oh oh i heard a rumour they say you got a broken heart i heard a rumour oh oh yes i did boy i heard a rumour oh ",1
54,"dont mean nothing","richard marx",1987," welcome to the big time youre bound to be a star and even if you dont go all the way i know that youll go far this race is for rats it can turn you upside down aint no one you can count on in this sleazy little townoh no lots of promises in the dark dont you open your heartcause it dont mean nothin the words that they say no dont mean nothin these games that people play no it dont mean nothin no victim no crime no dont mean nothin till you sign it on that dotted linethe director smiles as you walk in the door he says i love your work babe but youre just not what were looking for its never what but who it is you know so easy to get stuck in all that california snowoh no take a good look around and youll find people tryin to mess with your mindbut it dont mean nothin the words that they say no dont mean nothin these games that people play no it dont mean nothin no victim no crime no dont mean nothin till you sign it on that dotted linehollywood can be so lonely make you the winner of a losing fight but the party is never over cause stars are always shining doesnt matter if its day or nightthe producer says let me change a line or two and a little bit of something can look awfully good to you and you want to scream but you gotta keep it all inside when youre trying to make a living there aint no such thing as prideoh no lots of promises in the dark dont you open your heartcause it dont mean nothin the words that they say no i dont mean nothin these games that people play no it dont mean nothin no victim no crime no i dont mean nothin till you sign it on that dotted linedont mean nothing dont mean nothing dont mean nothingdont mean nothing dont mean nothing dont mean nothing  ",1
55,"songbird","kenny g",1987,"  ",1
56,"carrie","europe",1987," when lights go down i see no reason for you to cry weve been through this before in every time in every season god knows ive tried so please dont ask for morecant you see it in my eyes though this might be our last goodbye carrie carrie things they change my friend woh ohh carrie carrie maybe well meet again somewhere againi read your mind with no intentions of being unkind i wish i could explain it all takes time a whole lot of patience if its a crime how can i feel no paincant you see it in my eyes though this might be our last goodbye ohh ho ho carrie carrie oh things they change my friend woh ohh carrie carrie maybe well meet againohh cant you see it in my eyes though this might be our last goodbye ohh ho ho ohh carrie carrie ohh things they change carrie carrie carrie ohh ho ho carrie carrie maybe well meet again oh somewhere againwhen lights go down ",1
57,"dont disturb this groove","the system",1987," pay attention are you listening youre my favorite girl excuse me for the moment im in another world on a mountain by a fountain flowers blooming everywhere with venus and cupid the pictures very clearhang the sign upon the door say dont disturb this groove just a way to say that im so into you and the feelings so real so dont disturb this grooveerotic whispers for the listener let the music fill the air excuse me for a moment im at a loss for words by election sheer perfection and as if these eyes would care your heart is in the right place so dont you go and changebaby over and over the passion starts again youre my lollipops and everything and a little taste of sin causing fire and desire in this mortal soul to live till the angels fall from heaven and the day the earth stands stillhang a sign upon the door say dont disturb this groove just a way to say that im so into you and the feelings so real so dont disturb this groove just a way to tell you that im so into youclose your eyes and let the music put you in the groove lock the door and turn the phone off its time for me and you hang the sign upon the door say dont disturb this groove ",1
58,"la isla bonita","madonna",1987," como puede ser verdadlast night i dreamt of san pedro just like id never gone i knew the song a young girl with eyes like the desert it all seems like yesterday not far awaytropical the island breeze all of nature wild and free this is where i long to be la isla bonita and when the samba played the sun would set so high ring through my ears and sting my eyes your spanish lullabyi fell in love with san pedro warm wind carried on the sea he called to me te dijo te amo i prayed that the days would last they went so fasttropical the island breeze all of nature wild and free this is where i long to be la isla bonita and when the samba played the sun would set so high ring through my ears and sting my eyes your spanish lullabyi want to be where the sun warms the sky when its time for siesta you can watch them go by beautiful faces no cares in this world where a girl loves a boy and a boy loves a girllast night i dreamt of san pedro it all seems like yesterday not far awaytropical the island breeze all of nature wild and free this is where i long to be la isla bonita and when the samba played the sun would set so high ring through my ears and sting my eyes your spanish lullabytropical the island breeze all of nature wild and free this is where i long to be la isla bonita and when the samba played the sun would set so high ring through my ears and sting my eyes your spanish lullabyla la la la la la la te dijo te amo la la la la la la la el dijo que te ama ",1
59,"bad","michael jackson",1987," your butt is mine gonna tell you right just show your face in broad daylight im telling you on how i feel gonna hurt your mind dont shoot to kill come oncome on lay it on me all rightim giving you on count of three to show your stuff or let it be im telling you just watch your mouth i know your game what youre aboutwell they say the skys the limit and to me thats really true but my friend you have seen nothin just wait til i get throughbecause im bad im bad come on you know im bad im bad come on you know you know im bad im bad come on you know and the whole world has to answer right now just to tell you once again whos badthe word is out youre doin wrong gonna lock you up before too long your lyin eyes gonna tell you right so listen up dont make a fight your talk is cheap youre not a man youre throwin stones to hide your handsbut they say the skys the limit and to me thats really true and my friends you have seen nothin just wait til i get throughbecause im bad im bad come on you know im bad im bad come on you know you know im bad im bad come on you know and the whole world has to answer right now just to tell you once again whos badwe can change the world tomorrow this could be a better place if you dont like what im sayin then wont you slap my facebecause im bad im bad come on you know im bad im bad come on you know you know im bad im bad come on you know and the whole world has to answer right now just to tell you once again whos badbecause im bad im bad come on you know im bad im bad come on you know you know im bad im bad come on you know and the whole world has to answer right now just to tell you once again whos badwhos bad ",1
60,"sign o the times","prince",1987," oh yeah in france a skinny man died of a big disease with a little name by chance his girlfriend came across a needle and soon she did the same at home there are seventeenyearold boys and their idea of fun is being in a gang called the disciples high on crack and totin a machine guntime timeshurricane annie ripped the ceiling of a church and killed everyone inside you turn on the telly and every other story is tellin you somebody died a sister killed her baby cause she couldnt afford to feed it and yet were sending people to the moon in september my cousin tried reefer for the very first time now hes doing horse  its june unhtimes timesits silly no when a rocket ship explodes and everybody still wants to fly but some say a man aint happy unless a man truly dies oh whytime timebaby make a speech star wars fly neighbors just shine it on but if a night falls and a bomb falls will anybody see the dawntime mm timesis it silly no when a rocket blows and and everybody still wants to fly some say man aint happy truly until a man truly dies oh why oh why sign o the times unhtime timesign o the times mess with your mind hurry before its too late lets fall in love get married have a baby well call him nate if its a boytime times ",1
61,"change of heart","cyndi lauper",1987," here i am just like i said i would be im your friend just like you think it should be did you think i would stand here and lie while our moment was passing us by oh i am herewaiting for your change of heart it just takes a beat to turn it around yes im waiting for your change of heart at the edge of my seat please turn it arounddays go by leaving me with a hunger i could fly back to when we were younger when adventures like cars we would ride and the years lied ahead still untried while i stand herewaiting for your change of heart it just takes a beat to turn it around yes im waiting for your change of heart at the edge of my seat please turn it aroundblind leading blind never feel the laughter search through time nothing reveals the answer if its truth that youre looking to find it is nowhere outside of your mind i bide my timewaiting for your change of heart it just takes a beat to turn it around yes im waiting for your change of heart at the edge of my seat please turn it aroundyes im waiting for your change of heart it just takes a beat to turn it around yes im waiting for your change of heart at the edge of my seat please turn it aroundand im waiting for your change of heart waiting for your change of heart ",1
62,"come go with me","expose",1987," feels the same every day come home from work late again work so hard and never play i cant wait to take you far awaydont you know dont you know gotta go gotta go pressure builds from everyone every dayget away get away come my way come my way when the day begins to end then youre minecome go with me make you feel alive this night will last everlasting through the time come go with me have no fearsbring back the memories i can take away the misery take my hand well fly away to our world that we can find todaycan you feel can you feel im for real im for real can i hold you by the fire in the nightis it right is it right hold me tight hold me tight when you look into my eyes in the lightcome go with me make you feel alive this night will last everlasting through the time come go with me come go with me have no fears two hearts in one eternal through the nightdont worry bout tomorrow just come go with me dont let it end in sorrow love is our destinycome go with me come go with me ill take you by the hand and well find another land come go with me come go with me oh leave the world behind the world from nine to fivecome go with me come go with mecome go with me make you feel alive this night will last everlasting through the time come go with me have no fears two hearts in one eternal through the nightcome go with me make you feel alive this night will last everlasting through the time come go with me have no fears two hearts in one eternal through the nightcome go with me make you feel alive this night will last everlasting through the time come go with me have no fears two hearts in one eternal through the night ",1
63,"cant we try","dan hill featuring vonda shepard",1987," i see your face cloud over like a little girls and your eyes have lost their shine you whisper something softly im not meant to hear baby tell me whats on your mindi dont care what people say about the two of us from different worlds i love you so much that it hurts inside are you listening please listen to me girlcant we try just a little bit harder cant we give just a little bit more cant we try to understand that its love were fighting forcant we try just a little more passion cant we try just a little less pride i love you so much baby that it tears me up insidei hear you on the telephone with god knows who spilling out your heart for free everyone needs someone they can talk to girl that someone should be meso many times ive tried to tell you you just turn away how did i knowmy life is changing so fast now leaves me lonely and afraid dont be afraid nocant we try just a little bit harder cant we give just a little bit more cant we try to understand that its love were fighting foroh cant we try just a little more passion cant we try just a little less pride i love you so much baby that it tears me up insidedont let our love fade away dont let our love fade away no matter what people say no matter no matter what they sayi need you more and more each day oh dont let our love fade away no matter what people say no matter no matter what they sayoh cant we try just a little bit harder cant we give just a little bit more cant we try just a little bit harder cant we give just a little bit morecant we try just a little more passion cant we try just a little less pride love you so much baby it tears me up inside ohcant we give a little bit a little bit just a little bit harder cant we give oh oh ohcant we try cant we give a little bit more cant we try baby cant we give oh oh cant we try just a little bit harder cant we give just a little bit more ",1
64,"to be a lover","billy idol",1987," have i told you lately that i love you if i didnt darlin you see im so sorry didnt i reach out and hold you in these lovin arms well if i didnt oh baby well im so sorrywhen i realized that you need love too gonna spend my life makin love to you got to be a lover have mercy forgot to be a lover babe forgot to be a lover forgot to be a lover make it on through to you somehow got to be a lover babe forgot to be a loverwell did i ask you yes would you come and share oh share oh the burden and the task thats at loves command didnt i say all those lovin special things that you long to hear to show how much i carewell when i realize that you need love too gonna spend my life makin love to you forgot to be a lover have mercywell well i worked all day hard as i can worked all night didnt make me a man forgot to be a lover have mercywhen i realized that you need love too gonna spend my life makin love to you forgot to be a lover got to be a lover babe mercy have mercy baby im gonna make it on through to you somehow so have mercyhave i told you yes lately that i love you if i didnt oh baby yes im so sorry ah but you know i really love you baby i really love you baby i really need you baby i really want you babywhen i realized that you need love too im gonna spend my life makin love makin love makin love to you well i worked all day as hard as i can worked all night it didnt make me a man babe forgot to be a lover have mercy baby have mercy baby have mercy baby make it throughwell when i realized that you need love too im gonna spend my life gotta spend my life makin love to you forgot to be a lover forgot to be a lover have mercy have mercy have mercy baby have mercy baby forgot to be a lover have mercy have mercy have mercy baby ",1
65,"mandolin rain","bruce hornsby and the range",1987," the song came and went like the times that we spent hiding out from the rain under the carnival tent i laughed and shed smile it would last for awhile you dont know what you got till you lose it all againlisten to the mandolin rain listen to the music on the lake listen to my heart break every time she runs away listen to the banjo wind sad song drifting low listen to the tears roll down my face as she turns to goa cool evening dance listening to the bluegrass band takes the chill from the air till they play the last song ill do my time oh keeping you off my mind but theres moments that i find im not feeling so stronglisten to the mandolin rain listen to the music on the lake listen to my heart break every time she runs away listen to the banjo wind sad song drifting low listen to the tears roll down my face as she turns to gorunning down by the lake shore she did love the sound of a summer storm it played on the lake like a mandolin now its washing her away once again againwhoa oh oh yeah listen to do do dothe boats steaming in i watch the side wheel spin and i think about her when i hear that whistle blow i cant change my mind oh i knew all the time that shed go but thats a choice i made long agolisten to the mandolin rain listen to the music on the lake listen to my heart break every time she runs away listen to the banjo wind sad song drifting low listen to the tears roll down my face as she turns to go as she turns to golisten to the listen to the mandolin rain listen to the tears roll down my face as she turns to go listen to the tears roll down my face as she turns to go listen to the mandolin rain ",1
66,"breakout","swing out sister",1987," breakoutdont start to ask and now youve found a way to make it last youve got to find a way say what you want to say breakoutdont start to ask and now youve found a way to make it last youve got to find a way say what you want to say breakoutwhen explanations make no sense youre fighting with less confidence the time has come to make or break breakoutdont start to ask and now youve found a way to make it last youve got to find a way say what you want to say breakoutthe situations never change tomorrow looks unsure dont leave your destinated trains what are you waiting for the time has come to make or break breakoutdont start to ask and now youve found a way to make it last youve got to find a way say what you want to say breakoutdont start to ask and now youve found a way to make it last youve got to find a way say what you want to say breakoutsome people stop at nothing if youre searching for somethinglay down the law shout out for more breakout and shout day in day out breakoutdont start to ask and now youve found a way to make it last youve got to find a way say what you want to say and breakoutlay down the law shout out for more breakout and shout day in day out breakout and breakout and breakoutlay down the law shout out for more breakout and shout day in day out youve got to find a way breakout and breakout and breakout ",1
67,"stand by me","ben e king",1987," when the night has come and the land is dark and the moon is the only light well see no i wont be afraid no i wont be afraid just as long as you stand stand by meso darlin darlin stand by me oh stand by me oh stand by me stand by meif the sky that we look upon should tumble and fall or the mountains should crumble to the sea i wont cry i wont cry no i wont shed a tear just as long as you stand stand by meand darlin darlin stand by me oh stand by me oh stand now by me stand by me stand by mee yeahand darlin darlin stand by me oh stand by me oh stand now by me stand by me stand by mee yeahwhenever youre in trouble wont you stand by me oh now now stand by me oh stand by me stand by me oh stand by me stand by me ",1
68,"tonight tonight tonight","genesis",1987," im coming down coming down like a monkey but its alright like a load on your back that you cant see but its alright try to shake it loose cut it free just let it go get it away from mecos tonight tonight tonight oh im gonna make it right tonight tonight tonight ohim going down going down like a monkey but its alright try to pick yourself up carry that weight that you cant see dont you know its alright its like a helter skelter going down and down round and round but just get it away from me ohbecause tonight tonight tonight oh were gonna make it right tonight tonight tonight ohi got some money in my pocket about ready to burn i dont remember where i got it i gotta get it to you so please answer the phone cos i keep calling but youre never home what am i gonna dotonight tonight tonight oh im gonna make it right tonight tonight tonight ohyou keep telling me ive got everything you say ive got everything i want you keep telling me youre gonna help me youre gonna help me but you dontbut now im in too deep you see its got me so that i just cant sleep oh get me out of here please get me out of here just help me ill do anything anything if youll just help me get out of hereim coming down coming down like a monkey but its alright its like a load on your back that you cant see dont you know that its alright just try to shake it loose cut it free let it go but just get it away from mecos tonight tonight tonight oh maybe well make it right tonight tonight tonight ohplease get me out of here someone get me out of here just help me ill do anything anything if youll just help get me out of heretonight oh im gonna make it right tonight tonight tonight oh yes tonight tonight tonight oh yes im gonna make it right tonight tonight tonight oh ",1
69,"someday","glass tiger",1987," ohhhhhwhen i come homeyou telephoneand say your waiting for mei ask you why i hear you crycause your still waiting for me ",1
70,"when smokey sings","abc",1987," debonair lullabies in melodies revealed in deep despair on lonely nights he knows just how you feel the slyest rhymes the sharpest suits in miracles made reallike a bird in flight on a hot sweet night you know youre right just to hold her tight he soothes it right makes it outtasite and every things good in the world tonightwhen smokey sings i hear violins when smokey sings i forget everything yeah as shes packing her things as shes spreading her wings the front door might slam but the back door it rings and smokey sings yeah he singselegance in eloquence for sale or rent or hire should i say yes i match his best then i would be a liar symphonies that soothe the rage when lovers hearts catch firelike a bird in flight on a hot sweet night you know youre right just to hold her tight he soothes it right makes it outtasite and every things good in the world tonightwhen smokey sings i hear violins yeah when smokey sings i forget everything yeah as shes packing her things as shes spreading her wings smashing the hell with the heaven she brings then smokey sings well he sings who you been true to sayluther croons slys the original originator james screams marvin was the only innovator but nothing can compare nothing can compare when smokey singswhen smokey sings i hear violins yeah when smokey sings i forget everything yeah as shes packing her things as shes spreading her wings she threw back the ring when smokey sings smokey sings smokey sings ",1
