"Rank","Song","Artist","Year","Lyrics","Source"
54,"one last cry","brian mcknight",1993," my shattered dreams and broken heart are mending on the shelf i saw you holding hands standing close to someone else now i sit all alone wishing all my feeling was gonei gave my best to you nothing for me to do but have one last cryone last cry before i leave it all behind ive gotta put you outta my mind this time stop living a lie i guess im down to my last cry cryi was here you were there guess we never could agree while the sun shines on you i need some love to rain on me still i sit all alone wishing all my feeling was gonegotta get over you nothing for me to do but have one last cryone last cry before i leave it all behind ive gotta put you outta my mind this time stop living a lie i know ive gotta be strong cause round me life goes on and on and on and onim gonna dry my eyes right after i had my one last cryone last cry before i leave it all behind ive gotta put you outta my mind for the very last time been living a lie i guess im down i guess im down i guess im down to my last cry ",1
55,"just kickin it","xscape",1993," lay back kick it and enjoy the ride lay back kick it and enjoy the ride lay back kick it and enjoy the ride lay back kick it and enjoy the rideevery man wants a woman where him and her can just go hang just the two of them alone kick back doing their own thing and every man wants a woman that can always keep him in the mood and im that kind of girl so this is what i tell my dudei tell him to kick off your shoes and relax your feet party on down to the xscape beat just kick it lay back kick it and enjoy the ride just kick it just kick iti tell him to kick off your shoes and relax your feet party on down to the xscape beat just kick it lay back kick it and enjoy the ride just kick it just kick itevery man wants a woman that can cook him up a good meal a woman he can treat like his homie and take her out on the ave and just chill every man wants a woman that aint good for just laying on her back im that kind of woman so before me and my man get in the sacki tell him to kick off your shoes and relax your feet party on down to the xscape beat just kick it lay back kick it and enjoy the ride just kick it just kick itkick off your shoes and relax your feet party on down to the xscape beat just kick it lay back kick it and enjoy the ride just kick it just kick itkick off your shoes and relax your feet party on down to the xscape beat just kick it lay back kick it and enjoy the ride just kick it just kick itkick off your shoes and relax your feet party on down to the xscape beat just kick it lay back kick it and enjoy the ride just kick it just kick itlay back kick it and enjoy the ride lay back kick it and enjoy the ride lay back kick it and enjoy the ride lay back kick it and enjoy the ridekick off your shoes and relax your feet party on down to the xscape beat just kick it just kick it just kick itkick off your shoes and relax your feet party on down to the xscape beat just kick it lay back kick it and enjoy the ride just kick it just kick it ",1
56,"i get around","2pac",1993," aw yeah i get around still clown with the underground when we come around stronger than everback to get wreck all respect to those who break their neck to keep their hoes in check cause oh they sweat a brother majorly and i dont know why your girl keeps paging me she tell me that she needs me cries when she leaves me and every time she sees me she squeeze me lady take it easy hate to sound sleazy but tease me i dont want it if its that easy ay yo bust it baby got a problem saying bye bye just another hazard of a fly guy you ask why dont matter my pockets got fatter now everybodys looking for the latter and aint no need in being greedy if you wanna see me dial the beeper number baby when you need me and ill be there in a jiffy dont be picky just be happy with this quickie but when you learn you cant tie me down baby doll check it out i get aroundwhat you mean you dont know i get around the underground just dont stop for hoes i get around still down with the underground i get around yeah ay yo shock let them hoes knownow you can tell from my everyday fits i aint rich so cease and desist with them tricks tricks im just another black man caught up in the mix mix trying to make a dollar out of fifteen cents a dime and a nickel just cause im a freak dont mean that we could hit the sheets baby i can see that you dont recognize me im shock g the one who put the satin on your panties never knew a hooker that could share me i get aroundwhats up love how you doing all right well ive been hanging singing trying to do my thing oh you heard that i was banging your home girl you went to school with thats cool but did she tell you about her sister and your cousin thought i wasnt see weekends were made for michelob but its a monday my day so just let me hit it yo and dont mistake my statement for a clown we can keep in the down low long as you know that i get around2pacalypse now dont stop for hoes i get around why i aint call you ha ha pleasefinger tips on the hips as i dip gotta get a tight grip dont slip loose lips sink ships its a trip i love the way she licks her lips see me jocking put a little twist in her hips cause im watching conversations on the phone til the break of dawn now we all alone why the lights on turn em off time to set it off get you wet and soft somethings on your mind let it off you dont know me you just met me you wont let me well if i couldnt have it silly rabbit why you sweating me its a lot of real gs doing time cause a groupy bit the truth and told a lie you picked the wrong guy baby if youre too fly you need to hit the door search for a new guy cause i only got one night in town break out or be clown baby doll are you down i get aroundround and round round we go round and round round we go round and round round we go round and round round we goround and round round we go round and round round we go round and round round we go round and round round we go ",1
57,"bed of roses","bon jovi",1993," sitting here wasted and wounded at this old piano trying hard to capture the moment this morning i dont know cause a bottle of vodka is still lodged in my head and some blond gave me nightmares think that shes still in my bed as i dream about movies they wont make of me when im deadwith an ironclad fist i wake up and french kiss the morning while some marching band keeps its own beat in my head while were talking about all of the things that i long to believe about love the truth what you mean to me and the truth is baby youre all that i needi wanna lay you down in a bed of roses for tonight ill sleep on a bed of nails i wanna be just as close as the holy ghost is and lay you down on a bed of roseswell im so far away each step that i takes on my way home a kings ransom in dimes id give each night to see through this pay phone still i run out of time or its hard to get through till the bird on the wire flies me back to you ill just close my eyes whisper baby blind love is truei wanna lay you down in a bed of roses for tonight ill sleep on a bed of nails i wanna be just as close as the holy ghost is and lay you down on a bed of roseswell this hotel bars hangover whiskeys gone dry the barkeepers wigs crooked and shes giving me the eye well i might have said yeah but i laughed so hard i think i diedooh yeahnow as you close your eyes know ill be thinking about you while my mistress she calls me to stand in her spotlight again tonight i wont be alone but you know that dont mean im not lonely ive got nothing to prove for its you that id die to defendi wanna lay you down in a bed of roses for tonight ill sleep on a bed of nails i wanna be just as close as the holy ghost is and lay you downi wanna lay you down in a bed of roses for tonight ill sleep on a bed of nails i wanna be just as close as the holy ghost is and lay you down on a bed of roses ",1
58,"real love","mary j blige",1993," we are lovers through and through and though we made it through the storm i really want you to realize i really want to put you onive been searchin for someone to satisfy my every need wont you be my inspiration be the real love that i needreal love im searchin for a real love someone to set my heart free real love im searchin for a real loveooh when i met you i just knew that you would take my heart and run until you told me how you felt for me you said im not the oneso i slowly came to see all of the things that you were made of and now i hope my dreams and inspirations lead me to want some real lovereal love im searchin for a real love someone to set my heart free real love im searchin for a real love i got to have a real lovelove so true and oh baby i thought that your love was true i thought you were the answer to the questions in my mind but it seems that i was wrong if i stay strong maybe ill find my real loveso i try my best and pray to god hell send me someone real to caress me and to guide me towards a love my heart can feelnow i know i can be faithful i can be your all in all ill give you good lovin through the summer time winter spring and fallreal love im searchin for a real love someone to set my heart free real love im searchin for a real lovereal love im searchin for a real love someone to set my heart free real love im searchin for a real loveyou see im searching for a real love and i dont know where to go real love im searchin for a real love been around the world and high and low and still ill never know someone to set my heart free how it feels to have a real love cause it seems its not around real love im searchin for a real love gotta end it in this way because it seems he cant be foundreal love im searchin for a real love someone to set my heart free real love im searchin for a real lovereal love im searchin for a real love someone to set my heart free real love im searchin for a real love real love ",1
59,"here we go again","portrait",1993,"twelve equals three a line wrapped around a string girls in the classroom concentrate boy a line around gravity spiritual individual corrosion and humanity the mathematics of love and the science of sanity living it up in the atmosphere nobodys dies if the heart is here kiss me goodbye for the doctors are comin we all know why because i wasnt born here we go again as time passes by here we dont live and lie here were all going to die in the end standing on the corner holes in my shirt girls drivin by oh come here dont flirt cause shes never had a girlfriend and i dont want one either and i dont want the people knowing that i was smoking ether ive been thinking about science in my spare time ive been thinking about the reason to the rhyme heck yea livin it up in the atmosphere nobody dies if the heart is here kiss me goodbye for the doctors are comin we all know why because i wasnt born here we go again as time passes by here we dont live and lie here were all going to die in the end kiss me goodbye for the doctors are comin we all know why because i wasnt born here we go again as time passes by here we dont live and lie here were all going to die in the end rock science and people got talk talk science and people see stars sometimes and some people raise cadavers but not me i see the sun is made of string lights out from the underworld people talk about god are they insane i dont think so i say theyre maybe spreading some love spreading it around and it feels good in your skin",3
60,"cryin","aerosmith",1993," there was a time when i was brokenhearted love wasnt much of a friend of mine the tables have turned  yeah cause me and them ways have parted that kinda love was the killin kind all i want is someone i cant resist i know  all i  need to know by the way i got kissed i was cryin when i met you now im tryin to forget you your love is sweet misery i was cryin just to get you now im dryin cause i let you do what you do down on me now theres not even breathing room between pleasure and pain yeah you cry when were makin love must be one and the same its down on me yeah i got to tell you one thing its been on my mind girl i gotta say were partners in crime you got that certain something what you do to me takes my breath away now the word out on the street is the devils in your kiss if our love goes up in flames thats a fire i cant resist i was cryin when i met you now im tryin to forget you your love is sweet misery i was cryin just to get you now im dyin cause i let you do what you do to me cause what you got inside aint where your love should stay yeah our love sweet love aint love til you give your heart away i was cryin when i met you now im tryin to forget you your love is sweet misery i was cryin just to get you now im dyin just to let you do what you do what you do down on me baby baby baby i was cryin when i met you now im tryin to forget you your love is sweet misery i was cryin when i met you now im dyin cause i let you do what you do down to down to down to i was cryin when i met you now im tryin to forget you your love is sweet misery ",1
61,"cats in the cradle","ugly kid joe",1993," my child arrived just the other day came to the world in the usual way but there were planes to catch and bills to pay he learned to walk while i was awayhe was talkin fore i knew it and as he grew he said im gonna be like you dad you know im gonna be like youand the cats in the cradle and the silver spoon little boy blue and the man on the moon when you comin home son i dont know when well get together then you know well have a good time thenwell my son turned ten just the other day he said thanks for the ball dad come on lets play could you teach me to throw i said not today i got a lot to do he said thats okayand he walked away and he smiled and he said you know im gonna be like him yeah you know im gonna be like himand the cats in the cradle and the silver spoon little boy blue and the man on the moon when you comin home son i dont know when well get together then you know well have a good time thenwell he came from college just the other day so much like a man i just had to say im proud of you could you sit for a whilehe shook his head and he said with a smile what id really like dad is to borrow the car keys see you later can i have them pleaseand the cats in the cradle and the silver spoon little boy blue and the man on the moon when you comin home son i dont know when well get together then you know well have a good time thenive long since retired my sons moved away i called him up just the other day id like to see you if you dont mind he said id love to dad if i could find the timeyou see my new jobs a hassle and the kids have the flu but its sure nice talkin to you dad its been sure nice talkin to you and as i hung up the phone it occurred to me hed grown up just like me my boy was just like meand the cats in the cradle and the silver spoon little boy blue and the man on the moon when you comin home son i dont know when well get together then you know well have a good time thenand the cats in the cradle and the silver spoon little boy blue and the man on the moon when you comin home son i dont know when well get together then you know well have a good time then ",1
62,"what about your friends","tlc",1993," what about your friends what about what about your friends what about what aboutevery now and then i get a little crazy thats not the way its supposed to be sometimes my vision is a little hazy i cant tell who i should trust or just who i let trust me yeahpeople try to say i act a little funny but thats just a figure of speech to me they tell me i changed because i got money but if you were there before then youre still down with mewhat about your friends will they stand their ground will they let you down again what about your friends are they gonna be low down will they ever be around or will they turn their backs on youwell is it me or can it be im a little too friendly so to speak hypothetically say i supply creativity to what others must take as a form of selfhate only to make an enemy which results in unfortunate destiny they dog me out then be next to me just cause i am what some choose to envyevery now and then i get a little easy i let a lot of people depend on me i never thought they would ever deceive me dont you know when times got rough i was standing on my ownill never let another get that close to me you see ive grown a lot smarter now sometimes you have to choose and then youll see if your friend is true theyll be there with you through the thick and thinwhat about your friends will they stand their ground will they let you down again what about your friends are they gonna be low down will they ever be around or will they turn their backs on youyo this is me well is it me or can it be im a little too friendly so to speak hypothetically say i supply creativity to what others must take as a form of selfhate only to make an enemy which results in unfortunate destiny they dog me out then be next to me just cause i am what some choose to envywhat about your friends will they stand their ground will they let you down again what about your friends are they gonna be low down will they ever be around or will they turn their backs on youpeople say i act a little funny i wouldnt change not for no money ill be a friend as long as youre a friend to me yeah yeah even though i might seem easy it dont give you no cause to deceive me its not the way i want my friends to ever bewhat about your friends will they stand their ground will they let you down again what about your friends are they gonna be low down will they ever be around or will they turn their backs on youwhat about your friends will they stand their ground will they let you down again what about your friends are they gonna be low down will they ever be around or will they turn their backs on you ",1
63,"i got a man","positive k",1993," aiyyo sweetie youre lookin kinda pretty whats a girl like you doin in this rough city im just here tryin to hold my own ground yeah i think i like how that soundwhat you say we gets to know each other better that sounds good but i dont think that i can let ya i dont know tell me is it so do you get a kick out of tellin brothers nono its not that see you dont understand how should i put it i got a man whats your man got to do with me i told yaim not tryin to hear that see im not one of those girls that go rippin around im not a dog baby so dont play me like a clown ill admit i like how you kick itnow youre talkin baby dats da ticket now dont get excited and chuck your own in i already told ya i got a man whats your man got to do with mei got a man im not tryin to hear that see i got a man whats your man got to do with mei got a man im not tryin to hear that now you can persist to play don juan all day but aint nothin gonna changeyeah baby sure youre right ima break it down and do whatever i gots to do i tell you know i got eyes for you you got eyes but they not for meyou better use them for what they for and thats to see you know whats the problem ya not used to learnin im big daddy longstroke and your mans pee wee herman i got a question to ask you troopare you a chef cause you keep feedin me soup you know what they say about those who sweat thyself you might find yourself by yourself im not waitin because im no waiterso when i blow up dont try to kick it to me later all them girls must got you gassed awhen they see a good thing they dont let it pass well thats okay cause see if thats their plan cause for me i already got a man whats your man got to do with mei got a man im not tryin to hear that see i got a man whats your man got to do with mei got a man im not tryin to hear that what am i some crab inmate that just came home from jail sweatin you for a datei dont want no beef i just wants to get together but how you talkin pssh whatevah we cant have nothin it all dependswell if we cant be lovers than we cant be friends well then i guess its nothing well hey i think youre bluffing well ima call my manwell i can get raggamuffin ya better catch a flashback remember im not crabbin it you know my style from im not havin it all i remembers an excuse me missyou cant get a guy like me with a line like this well look ill treat you good my man treats me better i talk sweet on the phonemy man writes love letters ill tell you that i want you and tell you that i care my man says the same except hes sincere well im clean cut and dapper thats what im aboutmy man buys me things and he takes me out well you can keep your man cause i dont go that route dont you know yu haffa respect me theres a lot of girls out there who wont say noyoure out for mami with your dj money boom batter my pockets is gettin fatter i wanna turn you on and excite you let me know the spot on your body and i bite youso when your man dont treat you like he used to i kick in like a turbo booster you want lovin you dont have to ask when your mans a headache ill be your aspirinall confusion you know ill solve em i got a man you got a what how long you had that problem whats your man got to do with mei got a man im not tryin to hear that see i got a man whats your man got to do with mei got a man im not tryin to hear that i got a man aiyyo baby put the dial numbers or your addressi got a man i told ya i treat you right i got a man aww cmon now aint no future in frontinim not havin it cmon miss oh we back on that again uhh im not tryin to hear that seei got a man but your man aint me uhh uhh i got a man you got a what uhh uhh uhh i got a man you got a what ",1
